Male,Female,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,thisRow.t,notes,training_block_male.started,MAN.started,WOMAN.started,Mname.started,key_resp.started,training_block_male.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,training_block_female.started,MAN_2.started,WOMAN_2.started,Fname.started,key_resp_2.started,training_block_female.stopped,training.key_resp_2.keys,training.key_resp_2.rt,training.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
อรรถพล,สุพัตรา,10,0,1,j,0.05770670005585998,None,k,0.08327950001694262,None,1,0,10,3,4.325759300030768,,4.310704200062901,4.325759300030768,4.325759300030768,4.325759300030768,4.325759300030768,4.393195500015281,j,0.05770670005585998,None,4.393671300029382,4.408863999997266,4.408863999997266,4.408863999997266,4.408863999997266,4.492884500068612,k,0.08327950001694262,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ปริญญา,อาภรณ์,11,1,1,j,0.066154700005427,None,k,0.09536700008902699,None,1,1,11,5,4.5096783000044525,,4.493428400019184,4.5096783000044525,4.5096783000044525,4.5096783000044525,4.5096783000044525,4.5767864000517875,j,0.066154700005427,None,4.577254400006495,4.593652100069448,4.593652100069448,4.593652100069448,4.593652100069448,4.693277799990028,k,0.09536700008902699,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ชัยวัฒน์,ศิริพร,12,2,1,j,0.05496109998784959,None,k,0.08042959996964782,None,1,2,12,4,4.71034570003394,,4.694059900008142,4.71034570003394,4.71034570003394,4.71034570003394,4.71034570003394,4.776402699993923,j,0.05496109998784959,None,4.776859299978241,4.793082599993795,4.793082599993795,4.793082599993795,4.793082599993795,4.876856100047007,k,0.08042959996964782,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ศักดิ์สิทธิ์,สุนิสา,13,3,1,j,0.0662055000429973,None,k,0.07012660009786487,None,1,3,13,8,4.893989000003785,,4.877634600037709,4.893989000003785,4.893989000003785,4.893989000003785,4.893989000003785,4.977046600077301,j,0.0662055000429973,None,4.977636600029655,4.993576299981214,4.993576299981214,4.993576299981214,4.993576299981214,5.077157799969427,k,0.07012660009786487,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ธนพล,วาสนา,14,4,1,j,0.05860790004953742,None,k,0.08303900004830211,None,1,4,14,2,5.092448799987324,,5.077667700010352,5.092448799987324,5.092448799987324,5.092448799987324,5.092448799987324,5.159694800036959,j,0.05860790004953742,None,5.160155200050212,5.175788099993952,5.175788099993952,5.175788099993952,5.175788099993952,5.259437500033528,k,0.08303900004830211,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
พิสิฐ,ปัทมา,15,5,1,j,0.06353189994115382,None,k,0.0960577999940142,None,1,5,15,9,5.27643149998039,,5.2599732000380754,5.27643149998039,5.27643149998039,5.27643149998039,5.27643149998039,5.3429134000325575,j,0.06353189994115382,None,5.3433661999879405,5.358644100022502,5.358644100022502,5.358644100022502,5.358644100022502,5.459386400063522,k,0.0960577999940142,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
นเรศ,พิมพ์ใจ,16,6,1,j,0.06998530006967485,None,k,0.08395570004358888,None,1,6,16,1,5.476133699994534,,5.459887500037439,5.476133699994534,5.476133699994534,5.476133699994534,5.476133699994534,5.559990699985065,j,0.06998530006967485,None,5.560679499991238,5.575551899964921,5.575551899964921,5.575551899964921,5.575551899964921,5.675963500048965,k,0.08395570004358888,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ภูมิพัฒน์,จิตติมา,17,7,1,j,0.04645540006458759,None,k,0.07988950004801154,None,1,7,17,6,5.69305510004051,,5.676539300009608,5.69305510004051,5.69305510004051,5.69305510004051,5.69305510004051,5.744010500027798,j,0.04645540006458759,None,5.744497300009243,5.7598641000222415,5.7598641000222415,5.7598641000222415,5.7598641000222415,5.843140200013295,k,0.07988950004801154,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
วรพล,วรรณา,18,8,1,j,0.06676760001573712,None,k,0.0635115000186488,None,1,8,18,7,5.8595739000011235,,5.844100999995135,5.8595739000011235,5.8595739000011235,5.8595739000011235,5.8595739000011235,5.943234600010328,j,0.06676760001573712,None,5.944073099992238,5.9590636000502855,5.9590636000502855,5.9590636000502855,5.9590636000502855,6.026737199979834,k,0.0635115000186488,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
กฤษณะ,กาญจนา,19,9,1,j,0.0751272999914363,None,k,0.07458229991607368,None,1,9,19,0,6.043398400070146,,6.027255399967544,6.043398400070146,6.043398400070146,6.043398400070146,6.043398400070146,6.126839500037022,j,0.0751272999914363,None,6.127322999993339,6.143038799986243,6.143038799986243,6.143038799986243,6.143038799986243,6.22574819996953,k,0.07458229991607368,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ภูมิพัฒน์,จิตติมา,20,0,2,j,0.06897670007310808,None,k,0.11453559994697571,None,2,0,20,6,6.24265769997146,,6.226750400033779,6.24265769997146,6.24265769997146,6.24265769997146,6.24265769997146,6.326871500001289,j,0.06897670007310808,None,6.32736080000177,6.343168799998239,6.343168799998239,6.343168799998239,6.343168799998239,6.459145299973898,k,0.11453559994697571,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ชัยวัฒน์,ศิริพร,21,1,2,j,0.0326509999576956,None,k,0.0845588999800384,None,2,1,21,4,6.475291099981405,,6.460081199998967,6.475291099981405,6.475291099981405,6.475291099981405,6.475291099981405,6.509267500019632,j,0.0326509999576956,None,6.5100236000726,6.526743300026283,6.526743300026283,6.526743300026283,6.526743300026283,6.626242500031367,k,0.0845588999800384,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ศักดิ์สิทธิ์,สุนิสา,22,2,2,j,0.05925529997330159,None,k,0.08978119993116707,None,2,2,22,8,6.642631600028835,,6.626896900008433,6.642631600028835,6.642631600028835,6.642631600028835,6.642631600028835,6.709411300020292,j,0.05925529997330159,None,6.710278699989431,6.725589400040917,6.725589400040917,6.725589400040917,6.725589400040917,6.826656399993226,k,0.08978119993116707,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
วรพล,วรรณา,23,3,2,j,0.0573928999947384,None,k,0.07554410002194345,None,2,3,23,7,6.841831300058402,,6.827251099981368,6.841831300058402,6.841831300058402,6.841831300058402,6.841831300058402,6.909663000027649,j,0.0573928999947384,None,6.910119700012729,6.926070100045763,6.926070100045763,6.926070100045763,6.926070100045763,7.009371599997394,k,0.07554410002194345,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
นเรศ,พิมพ์ใจ,24,4,2,j,0.057986300089396536,None,k,0.08818860002793372,None,2,4,24,1,7.026517700054683,,7.009876900003292,7.026517700054683,7.026517700054683,7.026517700054683,7.026517700054683,7.093024300062098,j,0.057986300089396536,None,7.093582000001334,7.109283900004812,7.109283900004812,7.109283900004812,7.109283900004812,7.209574099979363,k,0.08818860002793372,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
อรรถพล,สุพัตรา,25,5,2,j,0.04698810004629195,None,k,0.08930230000987649,None,2,5,25,3,7.225710400030948,,7.210642999969423,7.225710400030948,7.225710400030948,7.225710400030948,7.225710400030948,7.276044400059618,j,0.04698810004629195,None,7.276519800070673,7.292773599969223,7.292773599969223,7.292773599969223,7.292773599969223,7.393964200047776,k,0.08930230000987649,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ปริญญา,อาภรณ์,26,6,2,j,0.055219999980181456,None,k,0.06877130002249032,None,2,6,26,5,7.409513400052674,,7.394540500012226,7.409513400052674,7.409513400052674,7.409513400052674,7.409513400052674,7.4763269000686705,j,0.055219999980181456,None,7.476794100017287,7.492344800033607,7.492344800033607,7.492344800033607,7.492344800033607,7.577445700066164,k,0.06877130002249032,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
พิสิฐ,ปัทมา,27,7,2,j,0.04889060009736568,None,k,0.08035199996083975,None,2,7,27,9,7.59353579999879,,7.577962100040168,7.59353579999879,7.59353579999879,7.59353579999879,7.59353579999879,7.643635499989614,j,0.04889060009736568,None,7.644098700024188,7.659972000052221,7.659972000052221,7.659972000052221,7.659972000052221,7.743634100072086,k,0.08035199996083975,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ธนพล,วาสนา,28,8,2,j,0.05951849999837577,None,k,0.07821690000128001,None,2,8,28,2,7.759555900003761,,7.744163200026378,7.759555900003761,7.759555900003761,7.759555900003761,7.759555900003761,7.826199900009669,j,0.05951849999837577,None,7.826656499993987,7.8431023000739515,7.8431023000739515,7.8431023000739515,7.8431023000739515,7.9264914999948815,k,0.07821690000128001,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
กฤษณะ,กาญจนา,29,9,2,j,0.06732000003103167,None,k,0.06534440000541508,None,2,9,29,0,7.9427759000100195,,7.927236699964851,7.9427759000100195,7.9427759000100195,7.9427759000100195,7.9427759000100195,8.02621480007656,j,0.06732000003103167,None,8.026682200026698,8.043285500025377,8.043285500025377,8.043285500025377,8.043285500025377,8.110008700052276,k,0.06534440000541508,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
วรพล,วรรณา,30,0,3,j,0.07511600002180785,None,k,0.07420289993751794,None,3,0,30,7,8.125517299980856,,8.110978099983186,8.125517299980856,8.125517299980856,8.125517299980856,8.125517299980856,8.208507200004533,j,0.07511600002180785,None,8.208989700069651,8.225779199972749,8.225779199972749,8.225779199972749,8.225779199972749,8.310309399967082,k,0.07420289993751794,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ปริญญา,อาภรณ์,31,1,3,j,0.06254879990592599,None,k,0.07883969997055829,None,3,1,31,5,8.325812999974005,,8.311007300042547,8.325812999974005,8.325812999974005,8.325812999974005,8.325812999974005,8.392255800077692,j,0.06254879990592599,None,8.392977599985898,8.40943750005681,8.40943750005681,8.40943750005681,8.40943750005681,8.493044000002556,k,0.07883969997055829,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ธนพล,วาสนา,32,2,3,j,0.07036400004290044,None,k,0.07244939997326583,None,3,2,32,2,8.509516900056042,,8.493576499982737,8.509516900056042,8.509516900056042,8.509516900056042,8.509516900056042,8.592952899984084,j,0.07036400004290044,None,8.593544300063513,8.609578000032343,8.609578000032343,8.609578000032343,8.609578000032343,8.691493400023319,k,0.07244939997326583,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
อรรถพล,สุพัตรา,33,3,3,j,0.06852229998912662,None,k,0.06762610003352165,None,3,3,33,3,8.709374199970625,,8.692043200018816,8.709374199970625,8.709374199970625,8.709374199970625,8.709374199970625,8.793605500017293,j,0.06852229998912662,None,8.794440099969506,8.808602700009942,8.808602700009942,8.808602700009942,8.808602700009942,8.893048800062388,k,0.06762610003352165,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ศักดิ์สิทธิ์,สุนิสา,34,4,3,j,0.05032589996699244,None,k,0.06997080007568002,None,3,4,34,8,8.909647900029086,,8.89417870005127,8.909647900029086,8.909647900029086,8.909647900029086,8.909647900029086,8.97668199997861,j,0.05032589996699244,None,8.97730050003156,8.993000200018287,8.993000200018287,8.993000200018287,8.993000200018287,9.076478800037876,k,0.06997080007568002,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ภูมิพัฒน์,จิตติมา,35,5,3,j,0.06138770002871752,None,k,0.08222829992882907,None,3,5,35,6,9.092972700018436,,9.07750280003529,9.092972700018436,9.092972700018436,9.092972700018436,9.092972700018436,9.15941780002322,j,0.06138770002871752,None,9.160284199984744,9.174943000078201,9.174943000078201,9.174943000078201,9.174943000078201,9.260230600018986,k,0.08222829992882907,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
นเรศ,พิมพ์ใจ,36,6,3,j,0.05400120001286268,None,k,0.07499520003329962,None,3,6,36,1,9.276200499967672,,9.261055800016038,9.276200499967672,9.276200499967672,9.276200499967672,9.276200499967672,9.34322450007312,j,0.05400120001286268,None,9.343700799974613,9.35872829996515,9.35872829996515,9.35872829996515,9.35872829996515,9.444034600048326,k,0.07499520003329962,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
พิสิฐ,ปัทมา,37,7,3,j,0.046019600005820394,None,k,0.08319719997234643,None,3,7,37,9,9.459548600018024,,9.444551200023852,9.459548600018024,9.459548600018024,9.459548600018024,9.459548600018024,9.509717300068587,j,0.046019600005820394,None,9.51022950001061,9.52632479998283,9.52632479998283,9.52632479998283,9.52632479998283,9.625599000020884,k,0.08319719997234643,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
กฤษณะ,กาญจนา,38,8,3,j,0.037357900058850646,None,k,0.07278389995917678,None,3,8,38,0,9.642285500071011,,9.626576000009663,9.642285500071011,9.642285500071011,9.642285500071011,9.642285500071011,9.692775800009258,j,0.037357900058850646,None,9.693625400075689,9.709611500031315,9.709611500031315,9.709611500031315,9.709611500031315,9.793342999997549,k,0.07278389995917678,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ชัยวัฒน์,ศิริพร,39,9,3,j,0.06454010005109012,None,k,0.08379110007081181,None,3,9,39,4,9.80984670005273,,9.793991400045343,9.80984670005273,9.80984670005273,9.80984670005273,9.80984670005273,9.877179200062528,j,0.06454010005109012,None,9.877894900040701,9.892196299973875,9.892196299973875,9.892196299973875,9.892196299973875,9.976473100017756,k,0.08379110007081181,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ชัยวัฒน์,ศิริพร,40,0,4,j,0.07169600005727261,None,k,0.07345460006035864,None,4,0,40,4,9.993085099966265,,9.977028400055133,9.993085099966265,9.993085099966265,9.993085099966265,9.993085099966265,10.076859800028615,j,0.07169600005727261,None,10.077422600006685,10.092174099991098,10.092174099991098,10.092174099991098,10.092174099991098,10.177416100050323,k,0.07345460006035864,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ศักดิ์สิทธิ์,สุนิสา,41,1,4,j,0.050274800043553114,None,k,0.08434289996512234,None,4,1,41,8,10.192604299983941,,10.178076600073837,10.192604299983941,10.192604299983941,10.192604299983941,10.192604299983941,10.243625200004317,j,0.050274800043553114,None,10.24408840003889,10.25877880002372,10.25877880002372,10.25877880002372,10.25877880002372,10.35954320000019,k,0.08434289996512234,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
พิสิฐ,ปัทมา,42,2,4,j,0.043394900043495,None,k,0.07817180000711232,None,4,2,42,9,10.376137800049037,,10.36001619999297,10.376137800049037,10.376137800049037,10.376137800049037,10.376137800049037,10.426362600061111,j,0.043394900043495,None,10.426970900036395,10.442461000056937,10.442461000056937,10.442461000056937,10.442461000056937,10.526119200047106,k,0.07817180000711232,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
นเรศ,พิมพ์ใจ,43,3,4,j,0.06469989998731762,None,k,0.07245890004560351,None,4,3,43,1,10.542960999999195,,10.526622100034729,10.542960999999195,10.542960999999195,10.542960999999195,10.542960999999195,10.609322900068946,j,0.06469989998731762,None,10.61019869998563,10.626680599991232,10.626680599991232,10.626680599991232,10.626680599991232,10.709618799970485,k,0.07245890004560351,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
วรพล,วรรณา,44,4,4,j,0.05813469993881881,None,k,0.06766349996905774,None,4,4,44,7,10.725574900046922,,10.710125599987805,10.725574900046922,10.725574900046922,10.725574900046922,10.725574900046922,10.792771400068887,j,0.05813469993881881,None,10.793217099970207,10.809324500034563,10.809324500034563,10.809324500034563,10.809324500034563,10.892854899982922,k,0.06766349996905774,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ภูมิพัฒน์,จิตติมา,45,5,4,j,0.03692470001988113,None,k,0.05580460000783205,None,4,5,45,6,10.909072700073011,,10.893766800058074,10.909072700073011,10.909072700073011,10.909072700073011,10.909072700073011,10.958962799981236,j,0.03692470001988113,None,10.959836699999869,10.976557400077581,10.976557400077581,10.976557400077581,10.976557400077581,11.042369100032374,k,0.05580460000783205,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
กฤษณะ,กาญจนา,46,6,4,j,0.04508349997922778,None,k,1.1270661000162363,None,4,6,46,0,11.058638300048187,,11.042854200000875,11.058638300048187,11.058638300048187,11.058638300048187,11.058638300048187,11.109406500007026,j,0.04508349997922778,None,11.109895400004461,11.125523300026543,11.125523300026543,11.125523300026543,11.125523300026543,12.259433800005354,k,1.1270661000162363,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ปริญญา,อาภรณ์,47,7,4,k,0.11846800008788705,None,k,0.08964679995551705,None,4,7,47,5,12.274977099965326,,12.260358300060034,12.274977099965326,12.274977099965326,12.274977099965326,12.274977099965326,12.409283800050616,k,0.11846800008788705,None,12.409758300054818,12.426021400024183,12.426021400024183,12.426021400024183,12.426021400024183,12.526155199971981,k,0.08964679995551705,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ธนพล,วาสนา,48,8,4,k,0.12840270006563514,None,k,0.2354411999695003,None,4,8,48,2,12.54202609998174,,12.526655900059268,12.54202609998174,12.54202609998174,12.54202609998174,12.54202609998174,12.676068200031295,k,0.12840270006563514,None,12.676531800068915,12.691049800021574,12.691049800021574,12.691049800021574,12.691049800021574,12.92702070006635,k,0.2354411999695003,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
อรรถพล,สุพัตรา,49,9,4,k,0.14564989996142685,None,k,0.13482599996495992,None,4,9,49,3,12.943268100032583,,12.927549500018358,12.943268100032583,12.943268100032583,12.943268100032583,12.943268100032583,13.092786799999885,k,0.14564989996142685,None,13.093257199972868,13.109058400033973,13.109058400033973,13.109058400033973,13.109058400033973,13.259274800075218,k,0.13482599996495992,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
อรรถพล,สุพัตรา,50,0,5,k,0.11921699997037649,None,k,0.12529260001610965,None,5,0,50,3,13.27680880005937,,13.259797999984585,13.27680880005937,13.27680880005937,13.27680880005937,13.27680880005937,13.410058400011621,k,0.11921699997037649,None,13.410524900071323,13.425723499967717,13.425723499967717,13.425723499967717,13.425723499967717,13.560553000075743,k,0.12529260001610965,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
ธนพล,วาสนา,51,1,5,j,0.3134903999743983,None,j,0.18771660001948476,None,5,1,51,2,13.576440099976026,,13.561333199962974,13.576440099976026,13.576440099976026,13.576440099976026,13.576440099976026,13.892674000002444,j,0.3134903999743983,None,13.89345490001142,13.908480699989013,13.908480699989013,13.908480699989013,13.908480699989013,14.109688200056553,j,0.18771660001948476,None,850100,001,2025-09-25_14h57.25.894,Priming_gender,,2025.1.1,60.068935117368746,2025-09-25 14h57.28.186370 +0700,
