13.1565 	INFO 	Loaded monitor calibration from ['2025_09_24 10:44']
13.5234 	INFO 	Using renderer 'AMD Radeon(TM) Graphics' for graphics
13.5235 	INFO 	OpenGL version supported by driver is 4..
13.5800 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EC26C0CCA0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EC26C0CD00>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001EC26CA92D0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.5801 	EXP 	window1: backgroundImage = ''
13.5801 	EXP 	window1: backgroundFit = 'none'
14.2441 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
14.2441 	EXP 	window1: recordFrameIntervals = False
14.4900 	EXP 	window1: recordFrameIntervals = True
14.6741 	EXP 	Screen (0) actual frame rate measured at 59.95Hz
14.6742 	EXP 	window1: recordFrameIntervals = False
14.7537 	INFO 	keyboard.Keyboard is using ptb backend.
14.7539 	INFO 	keyboard.Keyboard is using ptb backend.
14.7540 	INFO 	keyboard.Keyboard is using ptb backend.
14.7541 	INFO 	keyboard.Keyboard is using ptb backend.
14.7541 	INFO 	keyboard.Keyboard is using ptb backend.
14.7541 	EXP 	Priming_gender: status = STARTED
14.7763 	EXP 	Created instruction_slide = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=True, flipHoriz=np.False_, flipVert=np.False_, image='Instruction.png', interpolate=True, mask=None, maskParams=None, name='instruction_slide', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128.0, units='norm', win=Window(...))
