Male,Female,Image,Name,ImagePriming,NamePriming,ImageTrig,NameTrig,Trig,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,priming.thisRepN,priming.thisTrialN,priming.thisN,priming.thisIndex,thisRow.t,notes,training_Instruction.started,instruction_slide.started,instruction_continue.started,training_Instruction.stopped,instruction_continue.keys,instruction_continue.rt,instruction_continue.duration,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,training_block.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,priming_instruction.started,instruction_slide_2.started,instruction_continue_2.started,priming_instruction.stopped,instruction_continue_2.keys,instruction_continue_2.rt,instruction_continue_2.duration,priming_block.started,MAN_3.started,MAN_3_desc.started,WOMAN_3.started,name_2.started,key_resp_3.started,priming_block.stopped,priming.key_resp_3.keys,priming.key_resp_3.rt,priming.key_resp_3.duration,pic_2.started,name_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,35,35,17,j,0.05916960001923144,None,,,,17,35,35,0,,,,,6.174767000018619,,,,,,,,,6.154785500024445,6.174767000018619,6.174767000018619,6.174767000018619,6.174767000018619,6.241537799942307,j,0.05916960001923144,None,,,,,,,,,,,,,,,,,,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,36,36,18,k,0.1244789999909699,None,,,,18,36,36,1,,,,,6.2747961999848485,,,,,,,,,6.255098199937493,6.2747961999848485,6.2747961999848485,6.2747961999848485,6.2747961999848485,6.408200699952431,k,0.1244789999909699,None,,,,,,,,,,,,,,,,,,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,37,37,18,j,0.05538219993468374,None,,,,18,37,37,0,,,,,6.441270799958147,,,,,,,,,6.420928200008348,6.441270799958147,6.441270799958147,6.441270799958147,6.441270799958147,6.5082276000175625,j,0.05538219993468374,None,,,,,,,,,,,,,,,,,,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,38,38,19,k,0.06604909989982843,None,,,,19,38,38,0,,,,,6.54301070002839,,,,,,,,,6.521593499928713,6.54301070002839,6.54301070002839,6.54301070002839,6.54301070002839,6.625374799943529,k,0.06604909989982843,None,,,,,,,,,,,,,,,,,,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,39,39,19,j,0.033363700029440224,None,,,,19,39,39,1,,,,,6.658227899926715,,,,,,,,,6.63849509996362,6.658227899926715,6.658227899926715,6.658227899926715,6.658227899926715,6.709288400015794,j,0.033363700029440224,None,,,,,,,,,,,,,,,,,,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.70936450001318,6.725094599998556,6.725094599998556,7.258394800010137,space,0.5214107999345288,None,,,,,,,,,,,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,วาสนา,11,62,132,0,0,0,,,,j,0.3881334000034258,None,,,,,0,0,0,32,7.307913199998438,,,,,,,,,,,,,,,,,,,,,,,,,7.286999500007369,7.307913199998438,7.307913199998438,7.307913199998438,7.307913199998438,7.307913199998438,7.725349699961953,j,0.3881334000034258,None,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,พิสิฐ,11,59,129,1,1,0,,,,k,0.3883231000509113,None,,,,,0,1,1,29,7.758136400021613,,,,,,,,,,,,,,,,,,,,,,,,,7.742867299937643,7.758136400021613,7.758136400021613,7.758136400021613,7.758136400021613,7.758136400021613,8.158388899988495,k,0.3883231000509113,None,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
ปริญญา,อาภรณ์,None,ปริญญา,men.png,ปริญญา,10,55,105,2,2,0,,,,j,1.1169646000489593,None,,,,,0,2,2,5,8.19208189996425,,,,,,,,,,,,,,,,,,,,,,,,,8.17694329994265,8.19208189996425,8.19208189996425,8.19208189996425,8.19208189996425,8.19208189996425,9.325302499928512,j,1.1169646000489593,None,8.658193100010976,8.691339600016363,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,วาสนา,men.png,วาสนา,10,62,112,3,3,0,,,,k,0.7456373000750318,None,,,,,0,3,3,12,9.358135299989954,,,,,,,,,,,,,,,,,,,,,,,,,9.338534499984235,9.358135299989954,9.358135299989954,9.358135299989954,9.358135299989954,9.358135299989954,10.108060300000943,k,0.7456373000750318,None,9.825049399980344,9.858124900027178,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
ภูมิพัฒน์,จิตติมา,None,ภูมิพัฒน์,men.png,ภูมิพัฒน์,10,56,106,4,4,0,,,,k,0.7127811999525875,None,,,,,0,4,4,6,10.141155099961907,,,,,,,,,,,,,,,,,,,,,,,,,10.127064000000246,10.141155099961907,10.141155099961907,10.141155099961907,10.141155099961907,10.141155099961907,10.858335900004022,k,0.7127811999525875,None,10.607842699973844,10.64114319998771,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,ศิริพร,11,64,134,5,5,0,,,,j,0.7269668999360874,None,,,,,0,5,5,34,10.891884699929506,,,,,,,,,,,,,,,,,,,,,,,,,10.873280699946918,10.891884699929506,10.891884699929506,10.891884699929506,10.891884699929506,10.891884699929506,11.625250399927609,j,0.7269668999360874,None,11.358113499940373,11.391308199963532,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,กาญจนา,men.png,กาญจนา,10,60,110,6,6,0,,,,j,0.5984604000113904,None,,,,,0,6,6,10,11.658090599928983,,,,,,,,,,,,,,,,,,,,,,,,,11.641079199966043,11.658090599928983,11.658090599928983,11.658090599928983,11.658090599928983,11.658090599928983,12.258354599936865,j,0.5984604000113904,None,12.12483039998915,12.158115300000645,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,ศิริพร,men.png,ศิริพร,10,64,114,7,7,0,,,,k,0.4897435000166297,None,,,,,0,7,7,14,12.291870699962601,,,,,,,,,,,,,,,,,,,,,,,,,12.27192319999449,12.291870699962601,12.291870699962601,12.291870699962601,12.291870699962601,12.291870699962601,12.791906700003892,k,0.4897435000166297,None,12.758051099954173,12.791653299937025,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,ภูมิพัฒน์,11,56,126,8,8,0,,,,k,0.4588046999415383,None,,,,,0,8,8,26,12.82484429993201,,,,,,,,,,,,,,,,,,,,,,,,,12.805721799959429,12.82484429993201,12.82484429993201,12.82484429993201,12.82484429993201,12.82484429993201,13.29186340002343,k,0.4588046999415383,None,13.291610399959609,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
