thisRow.t,notes,Instructions.started,instruction_slide.started,instruction_continue.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.009660799987614155,0.014317700057290494,0.014317700057290494,,,,,,,,,
