Male,Female,Image,Name,ImagePriming,NamePriming,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,thisRow.t,notes,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,training_block.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,0,0,0,j,0.824933800031431,None,0,0,0,0,0.03685669996775687,,0.02928999997675419,0.03685669996775687,0.03685669996775687,0.03685669996775687,0.03685669996775687,0.8688648000825197,j,0.824933800031431,None,203754,001,2025-09-25_16h32.26.733,Priming_gender,,2025.1.1,59.96559176068282,2025-09-25 16h32.28.954820 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,1,1,1,k,0.5146727000828832,None,1,1,1,0,0.8929187000030652,,0.8864380000159144,0.8929187000030652,0.8929187000030652,0.8929187000030652,0.8929187000030652,1.416399099980481,k,0.5146727000828832,None,203754,001,2025-09-25_16h32.26.733,Priming_gender,,2025.1.1,59.96559176068282,2025-09-25 16h32.28.954820 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,2,2,0,k,0.28445450006984174,None,0,2,2,1,1.4410713000688702,,1.4346175000537187,1.4410713000688702,1.4410713000688702,1.4410713000688702,1.4410713000688702,1.7318097000243142,k,0.28445450006984174,None,203754,001,2025-09-25_16h32.26.733,Priming_gender,,2025.1.1,59.96559176068282,2025-09-25 16h32.28.954820 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,3,3,1,k,0.1110876000020653,None,1,3,3,1,1.7558738000225276,,1.7498396000592038,1.7558738000225276,1.7558738000225276,1.7558738000225276,1.7558738000225276,1.8829907000763342,k,0.1110876000020653,None,203754,001,2025-09-25_16h32.26.733,Priming_gender,,2025.1.1,59.96559176068282,2025-09-25 16h32.28.954820 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,4,4,2,k,0.2574627000140026,None,2,4,4,0,1.9081002000020817,,1.9014555000467226,1.9081002000020817,1.9081002000020817,1.9081002000020817,1.9081002000020817,2.1665114000206813,k,0.2574627000140026,None,203754,001,2025-09-25_16h32.26.733,Priming_gender,,2025.1.1,59.96559176068282,2025-09-25 16h32.28.954820 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,5,5,3,k,0.11273809999693185,None,3,5,5,0,2.191488999989815,,2.184673700015992,2.191488999989815,2.191488999989815,2.191488999989815,2.191488999989815,2.317002500058152,k,0.11273809999693185,None,203754,001,2025-09-25_16h32.26.733,Priming_gender,,2025.1.1,59.96559176068282,2025-09-25 16h32.28.954820 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,6,6,2,k,0.10790529998484999,None,2,6,6,1,2.339829400065355,,2.333476800005883,2.339829400065355,2.339829400065355,2.339829400065355,2.339829400065355,2.448963399976492,k,0.10790529998484999,None,203754,001,2025-09-25_16h32.26.733,Priming_gender,,2025.1.1,59.96559176068282,2025-09-25 16h32.28.954820 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,7,7,3,k,0.08858710003551096,None,3,7,7,1,2.4741769999964163,,2.4670231000054628,2.4741769999964163,2.4741769999964163,2.4741769999964163,2.4741769999964163,2.5660861000651494,k,0.08858710003551096,None,203754,001,2025-09-25_16h32.26.733,Priming_gender,,2025.1.1,59.96559176068282,2025-09-25 16h32.28.954820 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,8,8,4,j,0.08148019993677735,None,4,8,8,0,2.5892124000238255,,2.5828620999818668,2.5892124000238255,2.5892124000238255,2.5892124000238255,2.5892124000238255,2.682794400025159,j,0.08148019993677735,None,203754,001,2025-09-25_16h32.26.733,Priming_gender,,2025.1.1,59.96559176068282,2025-09-25 16h32.28.954820 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,9,9,4,j,0.1673248999286443,None,4,9,9,1,2.70673049998004,,2.7004046000074595,2.70673049998004,2.70673049998004,2.70673049998004,2.70673049998004,2.882982600014657,j,0.1673248999286443,None,203754,001,2025-09-25_16h32.26.733,Priming_gender,,2025.1.1,59.96559176068282,2025-09-25 16h32.28.954820 +0700,
