thisRow.t,notes,Name,Face,NameGender,ResponseKey,RT,Timeout,participant,session,
,,มั่นคง,face2_m.png,m,j,1.3505183999950532,No,debug,001,
,,พิกุล,face1_m.png,f,j,0.434116799995536,No,debug,001,
,,ทับทิม,face4_m.png,f,j,0.5839925000036601,No,debug,001,
,,มานะ,face6_m.png,m,j,0.4894721999880858,No,debug,001,
,,สมหญิง,face6_w.png,f,j,0.7501466000103392,No,debug,001,
,,ประทีป,face4_w.png,m,j,None,Yes,debug,001,
,,พิกุล,face7_m.png,f,j,0.03372620002483018,No,debug,001,
,,ประทีป,face2_m.png,m,j,0.45018520002486184,No,debug,001,
,,ใบเฟิร์น,face7_w.png,f,j,0.8834793000132777,No,debug,001,
,,บุญชู,face7_m.png,m,j,0.4501656000211369,No,debug,001,
,,ประทีป,face6_m.png,m,j,0.8835406999860425,No,debug,001,
,,บุญชู,face7_w.png,m,j,0.5340706999995746,No,debug,001,
,,สมชาย,face5_w.png,m,j,0.6836714000091888,No,debug,001,
,,ใบเฟิร์น,face10_m.png,f,j,0.9328701000194997,No,debug,001,
,,สมปอง,face8_m.png,m,j,0.5005181999877095,No,debug,001,
,,สมปอง,face9_m.png,m,j,0.5834626999858301,No,debug,001,
,,บุญชู,face1_w.png,m,j,0.6336126999813132,No,debug,001,
,,พอใจ,face6_m.png,f,j,0.5337342999991961,No,debug,001,
,,ประเสริฐ,face3_m.png,m,j,0.35015919999568723,No,debug,001,
,,บุญชู,face10_w.png,m,j,0.9500679000047967,No,debug,001,
,,สมชาย,face7_w.png,m,j,0.13350740002351813,No,debug,001,
,,สมชาย,face4_m.png,m,j,1.733410000015283,No,debug,001,
,,ใบเฟิร์น,face10_w.png,f,j,1.834085700014839,No,debug,001,
,,สมหมาย,face4_w.png,m,j,2.950281299999915,No,debug,001,
,,แก้วตา,face8_w.png,f,j,2.216901100007817,No,debug,001,
,,ประเสริฐ,face6_m.png,m,j,1.7336093000194523,No,debug,001,
,,พอใจ,face10_m.png,f,j,2.0002485000004526,No,debug,001,
,,พิกุล,face5_w.png,f,j,0.3500329999951646,No,debug,001,
,,ฟ้าใส,face7_w.png,f,j,2.8335978999966756,No,debug,001,
,,มั่นคง,face3_w.png,m,None,None,Yes,debug,001,
,,ชูศักดิ์,face3_m.png,m,None,None,Yes,debug,001,
,,สายใจ,face9_w.png,f,j,0.4502552999765612,No,debug,001,
,,ทับทิม,face3_w.png,f,j,0.500138400006108,No,debug,001,
,,สมหมาย,face8_w.png,m,j,0.566739800007781,No,debug,001,
,,สายใจ,face7_m.png,f,j,0.4502765999932308,No,debug,001,
,,ฟ้าใส,face4_m.png,f,j,0.5001458000042476,No,debug,001,
