Male,Female,Image,Name,ImagePriming,NamePriming,ImageTrig,NameTrig,Trig,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,priming.thisRepN,priming.thisTrialN,priming.thisN,priming.thisIndex,thisRow.t,notes,training_Instruction.started,instruction_slide.started,instruction_continue.started,training_Instruction.stopped,instruction_continue.keys,instruction_continue.rt,instruction_continue.duration,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,training_block.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,priming_instruction.started,instruction_slide_2.started,instruction_continue_2.started,priming_instruction.stopped,instruction_continue_2.keys,instruction_continue_2.rt,instruction_continue_2.duration,priming_block.started,MAN_3.started,MAN_3_desc.started,WOMAN_3.started,WOMAN_3_desc.started,name_2.started,pic_2.started,key_resp_3.started,name_2.stopped,priming_block.stopped,priming.key_resp_3.keys,priming.key_resp_3.rt,priming.key_resp_3.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008451199973933399,0.01729760004673153,0.01729760004673153,1.005092000006698,space,0.9691320999991149,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604732,001,2025-09-26_10h23.23.551,Priming_gender,,2025.1.1,59.95160705721856,2025-09-26 10h23.29.701851 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,0,0,0,j,0.7593385999789461,None,,,,0,0,0,0,,,,,1.0586261000717059,,,,,,,,,1.0475875000702217,1.0586261000717059,1.0586261000717059,1.0586261000717059,1.0586261000717059,1.8326968000037596,j,0.7593385999789461,None,,,,,,,,,,,,,,,,,,,,,604732,001,2025-09-26_10h23.23.551,Priming_gender,,2025.1.1,59.95160705721856,2025-09-26 10h23.29.701851 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,1,1,1,k,0.11248079990036786,None,,,,1,1,1,0,,,,,1.873234200058505,,,,,,,,,1.8641476000193506,1.873234200058505,1.873234200058505,1.873234200058505,1.873234200058505,1.9999775000615045,k,0.11248079990036786,None,,,,,,,,,,,,,,,,,,,,,604732,001,2025-09-26_10h23.23.551,Priming_gender,,2025.1.1,59.95160705721856,2025-09-26 10h23.29.701851 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,2,2,0,j,0.0874527000123635,None,,,,0,2,2,1,,,,,2.0375513000180945,,,,,,,,,2.0283712999662384,2.0375513000180945,2.0375513000180945,2.0375513000180945,2.0375513000180945,2.1331329999957234,j,0.0874527000123635,None,,,,,,,,,,,,,,,,,,,,,604732,001,2025-09-26_10h23.23.551,Priming_gender,,2025.1.1,59.95160705721856,2025-09-26 10h23.29.701851 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,3,3,2,k,0.11491719994228333,None,,,,2,3,3,0,,,,,2.1699778999900445,,,,,,,,,2.1614753999747336,2.1699778999900445,2.1699778999900445,2.1699778999900445,2.1699778999900445,2.3007095999782905,k,0.11491719994228333,None,,,,,,,,,,,,,,,,,,,,,604732,001,2025-09-26_10h23.23.551,Priming_gender,,2025.1.1,59.95160705721856,2025-09-26 10h23.29.701851 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,4,4,3,k,0.11844299989752471,None,,,,3,4,4,0,,,,,2.3393087000586092,,,,,,,,,2.3306821000296623,2.3393087000586092,2.3393087000586092,2.3393087000586092,2.3393087000586092,2.4655211999779567,k,0.11844299989752471,None,,,,,,,,,,,,,,,,,,,,,604732,001,2025-09-26_10h23.23.551,Priming_gender,,2025.1.1,59.95160705721856,2025-09-26 10h23.29.701851 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,5,5,1,j,0.022305899998173118,None,,,,1,5,5,1,,,,,2.5015963000478223,,,,,,,,,2.4939104999648407,2.5015963000478223,2.5015963000478223,2.5015963000478223,2.5015963000478223,2.532587100053206,j,0.022305899998173118,None,,,,,,,,,,,,,,,,,,,,,604732,001,2025-09-26_10h23.23.551,Priming_gender,,2025.1.1,59.95160705721856,2025-09-26 10h23.29.701851 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,6,6,2,k,0.060686999931931496,None,,,,2,6,6,1,,,,,2.5688368000555784,,,,,,,,,2.5608103000558913,2.5688368000555784,2.5688368000555784,2.5688368000555784,2.5688368000555784,2.6321353999665007,k,0.060686999931931496,None,,,,,,,,,,,,,,,,,,,,,604732,001,2025-09-26_10h23.23.551,Priming_gender,,2025.1.1,59.95160705721856,2025-09-26 10h23.29.701851 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,7,7,4,j,0.03775759995914996,None,,,,4,7,7,0,,,,,2.6679000000003725,,,,,,,,,2.660617599962279,2.6679000000003725,2.6679000000003725,2.6679000000003725,2.6679000000003725,2.7154774999944493,j,0.03775759995914996,None,,,,,,,,,,,,,,,,,,,,,604732,001,2025-09-26_10h23.23.551,Priming_gender,,2025.1.1,59.95160705721856,2025-09-26 10h23.29.701851 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,8,8,3,k,0.051210999954491854,None,,,,3,8,8,1,,,,,2.756104000029154,,,,,,,,,2.747703399974853,2.756104000029154,2.756104000029154,2.756104000029154,2.756104000029154,2.815720000071451,k,0.051210999954491854,None,,,,,,,,,,,,,,,,,,,,,604732,001,2025-09-26_10h23.23.551,Priming_gender,,2025.1.1,59.95160705721856,2025-09-26 10h23.29.701851 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,9,9,5,j,0.03574089996982366,None,,,,5,9,9,0,,,,,2.852815999998711,,,,,,,,,2.8435966999968514,2.852815999998711,2.852815999998711,2.852815999998711,2.852815999998711,2.898816699977033,j,0.03574089996982366,None,,,,,,,,,,,,,,,,,,,,,604732,001,2025-09-26_10h23.23.551,Priming_gender,,2025.1.1,59.95160705721856,2025-09-26 10h23.29.701851 +0700,
