Male,Female,thisN,thisTrialN,thisRepN,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,key_resp.keys,key_resp.rt,key_resp.duration,thisRow.t,notes,training_block_male.started,MAN.started,WOMAN.started,Male_name.started,key_resp.started,training_block_male.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
อรรถพล,สุพัตรา,0,0,0,0,0,0,3,,,,0.018319500028155744,,0.013085299986414611,0.018319500028155744,0.018319500028155744,0.018319500028155744,0.018319500028155744,1.2347102999920025,j,1.2004920999752358,None,,,,,,,,,
