Male,Female,thisN,thisTrialN,thisRepN,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,thisRow.t,notes,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
พิสิฐ,ปัทมา,0,0,0,0,0,0,9,,,,,,,,,,,
