thisRow.t,notes,Name,Face,NameGender,ResponseKey,RT,Timeout,participant,session,
,,สายใจ,face1_w.png,f,k,0.8836408999923151,No,Pilot03,001,
,,ประเสริฐ,face2_w.png,m,j,0.26690899999812245,No,Pilot03,001,
,,ชูศักดิ์,face1_m.png,m,j,0.006301700021140277,No,Pilot03,001,
,,ทองดี,face5_w.png,m,j,0.1169868000142742,No,Pilot03,001,
,,ชูศักดิ์,face5_w.png,m,j,0.10019829997327179,No,Pilot03,001,
,,แก้วตา,face10_w.png,f,k,0.6169586000032723,No,Pilot03,001,
,,แก้วตา,face6_w.png,f,k,0.10031810001237318,No,Pilot03,001,
,,มานะ,face3_w.png,m,j,0.15036090000648983,No,Pilot03,001,
,,ชูศักดิ์,face8_m.png,m,j,0.050625700008822605,No,Pilot03,001,
,,ดวงแก้ว,face7_m.png,f,k,0.16699149998021312,No,Pilot03,001,
,,สายใจ,face8_m.png,f,k,0.5339671999972779,No,Pilot03,001,
,,ทองดี,face7_m.png,m,j,0.18471370000042953,No,Pilot03,001,
,,สมหญิง,face3_m.png,f,k,0.3013402000069618,No,Pilot03,001,
,,ทองดี,face8_w.png,m,j,0.15034529997501522,No,Pilot03,001,
,,ทองดี,face7_w.png,m,j,0.2005938999936916,No,Pilot03,001,
,,สมปอง,face6_m.png,m,j,0.1836120999942068,No,Pilot03,001,
,,วันเพ็ญ,face2_m.png,f,k,0.5007591999892611,No,Pilot03,001,
,,สมหญิง,face6_m.png,f,k,0.3171913999831304,No,Pilot03,001,
,,บุญชู,face4_w.png,m,j,0.5338211000198498,No,Pilot03,001,
,,บุญชู,face1_m.png,m,j,0.20102700000279583,No,Pilot03,001,
,,ทองดี,face4_m.png,m,j,0.23381580002023838,No,Pilot03,001,
,,พิกุล,face2_w.png,f,k,0.25050669998745434,No,Pilot03,001,
,,สมหญิง,face3_w.png,f,j,0.7001836999843363,No,Pilot03,001,
,,ประทีป,face8_w.png,m,j,0.5169364000030328,No,Pilot03,001,
,,บุญชู,face2_m.png,m,j,0.08372520000557415,No,Pilot03,001,
,,ชูศักดิ์,face6_m.png,m,j,0.35046740001416765,No,Pilot03,001,
,,ใบเฟิร์น,face10_m.png,f,k,0.11679840000579134,No,Pilot03,001,
,,พอใจ,face2_m.png,f,k,0.2676235999970231,No,Pilot03,001,
,,แก้วตา,face3_m.png,f,k,0.20038239998393692,No,Pilot03,001,
,,พอใจ,face6_w.png,f,k,0.28349580001668073,No,Pilot03,001,
,,มั่นคง,face9_m.png,m,j,0.3503367000084836,No,Pilot03,001,
,,พิกุล,face4_w.png,f,k,0.2671105999907013,No,Pilot03,001,
,,แก้วตา,face9_m.png,f,k,1.8003367999917828,No,Pilot03,001,
,,สมปอง,face1_w.png,m,j,0.08350970002356917,No,Pilot03,001,
,,สายใจ,face3_m.png,f,k,0.8172990000166465,No,Pilot03,001,
,,วันเพ็ญ,face10_w.png,f,k,0.16686060000211,No,Pilot03,001,
,,วันเพ็ญ,face9_w.png,f,k,0.06685299999662675,No,Pilot03,001,
,,บุญชู,face1_w.png,m,j,1.0836332000035327,No,Pilot03,001,
,,สายใจ,face6_w.png,f,k,0.13370710000162944,No,Pilot03,001,
,,สมปอง,face8_w.png,m,j,0.4836340000038035,No,Pilot03,001,
,,พิกุล,face2_m.png,f,k,0.6505552000016905,No,Pilot03,001,
,,ฟ้าใส,face7_w.png,f,k,0.16684320001513697,No,Pilot03,001,
,,พิกุล,face1_w.png,f,k,1.133934199984651,No,Pilot03,001,
,,ประทีป,face4_m.png,m,j,0.9670241999847349,No,Pilot03,001,
,,สมหมาย,face7_m.png,m,j,0.3172954000183381,No,Pilot03,001,
,,มั่นคง,face6_m.png,m,j,0.7003316000045743,No,Pilot03,001,
,,แก้วตา,face1_w.png,f,k,0.16709269999410026,No,Pilot03,001,
,,ใบเฟิร์น,face2_m.png,f,k,0.06704709999030456,No,Pilot03,001,
,,ใบเฟิร์น,face9_w.png,f,k,None,Yes,Pilot03,001,
,,สมชาย,face2_w.png,m,j,0.10040100000333041,No,Pilot03,001,
,,ประทีป,face9_m.png,m,j,0.20052459998987615,No,Pilot03,001,
,,มั่นคง,face5_w.png,m,j,0.15041760000167415,No,Pilot03,001,
,,สมหมาย,face1_m.png,m,j,0.16704279999248683,No,Pilot03,001,
,,พอใจ,face3_m.png,f,k,0.4338012000080198,No,Pilot03,001,
,,มั่นคง,face8_w.png,m,j,0.18362910000723787,No,Pilot03,001,
,,มานะ,face4_w.png,m,j,None,Yes,Pilot03,001,
,,พอใจ,face9_w.png,f,j,None,Yes,Pilot03,001,
,,สมหญิง,face5_m.png,f,j,0.08370160000049509,No,Pilot03,001,
,,แก้วตา,face2_w.png,f,k,0.11698259998229332,No,Pilot03,001,
,,ประเสริฐ,face1_w.png,m,j,0.18385770000168122,No,Pilot03,001,
,,มั่นคง,face5_m.png,m,j,0.21700659999623895,No,Pilot03,001,
,,ทองดี,face8_m.png,m,j,0.13364429998910055,No,Pilot03,001,
,,สมชาย,face5_m.png,m,j,0.050246600003447384,No,Pilot03,001,
,,ทับทิม,face5_w.png,f,k,0.03377949999412522,No,Pilot03,001,
,,สายใจ,face10_m.png,f,k,0.3837127999868244,No,Pilot03,001,
,,ทับทิม,face7_w.png,f,k,0.21719100000336766,No,Pilot03,001,
,,วันเพ็ญ,face9_m.png,f,k,0.08380849999957718,No,Pilot03,001,
