Male,Female,Image,Name,ImagePriming,NamePriming,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,thisRow.t,notes,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,training_block.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,0,0,0,j,1.5619013999821618,None,0,0,0,1,0.036414199974387884,,0.02928989997599274,0.036414199974387884,0.036414199974387884,0.036414199974387884,0.036414199974387884,1.6170853999210522,j,1.5619013999821618,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,1,1,1,k,0.5983979000011459,None,1,1,1,1,1.6425087999086827,,1.6349443999351934,1.6425087999086827,1.6425087999086827,1.6425087999086827,1.6425087999086827,2.2466553999111056,k,0.5983979000011459,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,2,2,2,k,0.28626999992411584,None,2,2,2,1,2.2689290000125766,,2.262897099950351,2.2689290000125766,2.2689290000125766,2.2689290000125766,2.2689290000125766,2.562336199916899,k,0.28626999992411584,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,3,3,0,k,0.33023269998375326,None,0,3,3,0,2.5875401999801397,,2.5812774000223726,2.5875401999801397,2.5875401999801397,2.5875401999801397,2.5875401999801397,2.9298102000029758,k,0.33023269998375326,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,4,4,3,k,0.15098220005165786,None,3,4,4,1,2.9544384999899194,,2.947570899967104,2.9544384999899194,2.9544384999899194,2.9544384999899194,2.9544384999899194,3.1130535999545828,k,0.15098220005165786,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,5,5,4,k,0.10846579994540662,None,4,5,5,1,3.137378199957311,,3.13109059992712,3.137378199957311,3.137378199957311,3.137378199957311,3.137378199957311,3.2474879999645054,k,0.10846579994540662,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,6,6,5,k,0.1100411000661552,None,5,6,6,1,3.271939600002952,,3.2657552999444306,3.271939600002952,3.271939600002952,3.271939600002952,3.271939600002952,3.3971009999513626,k,0.1100411000661552,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,7,7,6,j,0.15171760006342083,None,6,7,7,1,3.4228005999466404,,3.415553499944508,3.4228005999466404,3.4228005999466404,3.4228005999466404,3.4228005999466404,3.5797081999480724,j,0.15171760006342083,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,8,8,1,j,1.0713972999947146,None,1,8,8,0,3.6042915999423712,,3.5978750999784097,3.6042915999423712,3.6042915999423712,3.6042915999423712,3.6042915999423712,4.678579599945806,j,1.0713972999947146,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,9,9,7,k,0.4100628999294713,None,7,9,9,1,4.703668299946003,,4.697299599996768,4.703668299946003,4.703668299946003,4.703668299946003,4.703668299946003,5.129229399957694,k,0.4100628999294713,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
