Male,Female,Image,Name,ImagePriming,NamePriming,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,thisRow.t,notes,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,training_block.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,10,8,k,0.3246459000511095,None,8,10,10,1,5.152778399991803,,5.147446500021033,5.152778399991803,5.152778399991803,5.152778399991803,5.152778399991803,5.478511599940248,k,0.3246459000511095,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,11,11,9,k,0.2357156000798568,None,9,11,11,1,5.502242999966256,,5.496524199959822,5.502242999966256,5.502242999966256,5.502242999966256,5.502242999966256,5.745912199956365,k,0.2357156000798568,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,12,12,2,j,0.21460329997353256,None,2,12,12,0,5.7693920999299735,,5.763980999938212,5.7693920999299735,5.7693920999299735,5.7693920999299735,5.7693920999299735,5.995845999917947,j,0.21460329997353256,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,13,13,3,j,0.19819789996836334,None,3,13,13,0,6.020204399945214,,6.014072999940254,6.020204399945214,6.020204399945214,6.020204399945214,6.020204399945214,6.22849689994473,j,0.19819789996836334,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,14,14,10,j,0.09686190006323159,None,10,14,14,1,6.252475599991158,,6.2467999999644235,6.252475599991158,6.252475599991158,6.252475599991158,6.252475599991158,6.3621349999448285,j,0.09686190006323159,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,15,15,4,j,0.09478669997770339,None,4,15,15,0,6.384253899916075,,6.37906569999177,6.384253899916075,6.384253899916075,6.384253899916075,6.384253899916075,6.495319199981168,j,0.09478669997770339,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,16,16,5,k,0.20826060010585934,None,5,16,16,0,6.520081199938431,,6.513558599981479,6.520081199938431,6.520081199938431,6.520081199938431,6.520081199938431,6.729063899954781,k,0.20826060010585934,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,17,17,6,j,0.21318479999899864,None,6,17,17,0,6.752622199943289,,6.7470059000188485,6.752622199943289,6.752622199943289,6.752622199943289,6.752622199943289,6.979017099947669,j,0.21318479999899864,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,18,18,11,k,0.190765600069426,None,11,18,18,1,7.002459199982695,,6.997092999983579,7.002459199982695,7.002459199982695,7.002459199982695,7.002459199982695,7.195560799911618,k,0.190765600069426,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,19,19,7,j,0.1104257000843063,None,7,19,19,0,7.219564999919385,,7.213632299914025,7.219564999919385,7.219564999919385,7.219564999919385,7.219564999919385,7.345556400017813,j,0.1104257000843063,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,20,20,12,k,0.07254820002708584,None,12,20,20,1,7.368883399991319,,7.363570899935439,7.368883399991319,7.368883399991319,7.368883399991319,7.368883399991319,7.44561169994995,k,0.07254820002708584,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,21,21,8,j,0.09076089994050562,None,8,21,21,0,7.4667428999673575,,7.461576599976979,7.4667428999673575,7.4667428999673575,7.4667428999673575,7.4667428999673575,7.56244229990989,j,0.09076089994050562,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,22,22,9,k,0.12776539998594671,None,9,22,22,0,7.585922099999152,,7.580528799910098,7.585922099999152,7.585922099999152,7.585922099999152,7.585922099999152,7.729189399979077,k,0.12776539998594671,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,23,23,13,j,0.04131859994959086,None,13,23,23,1,7.753388299955986,,7.7476648999145254,7.753388299955986,7.753388299955986,7.753388299955986,7.753388299955986,7.795431299949996,j,0.04131859994959086,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,24,24,14,k,0.09624410001561046,None,14,24,24,1,7.8194660999579355,,7.8126910999417305,7.8194660999579355,7.8194660999579355,7.8194660999579355,7.8194660999579355,7.9290825999341905,k,0.09624410001561046,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,25,25,15,j,0.057345999986864626,None,15,25,25,1,7.952547799912281,,7.947055900003761,7.952547799912281,7.952547799912281,7.952547799912281,7.952547799912281,8.012451899936423,j,0.057345999986864626,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,26,26,10,k,0.12632409995421767,None,10,26,26,0,8.037067199940793,,8.030830999952741,8.037067199940793,8.037067199940793,8.037067199940793,8.037067199940793,8.178352099959739,k,0.12632409995421767,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,27,27,11,j,0.10228269989602268,None,11,27,27,0,8.201418999931775,,8.196477200021036,8.201418999931775,8.201418999931775,8.201418999931775,8.201418999931775,8.312066499958746,j,0.10228269989602268,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,28,28,12,k,0.1421038000844419,None,12,28,28,0,8.333807899965905,,8.328456399962306,8.333807899965905,8.333807899965905,8.333807899965905,8.333807899965905,8.479120199917816,k,0.1421038000844419,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,29,29,16,j,0.08508610003627837,None,16,29,29,1,8.502991099958308,,8.497371800011024,8.502991099958308,8.502991099958308,8.502991099958308,8.502991099958308,8.59589929995127,j,0.08508610003627837,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,30,30,17,k,0.14775849995203316,None,17,30,30,1,8.620501599973068,,8.614459099946544,8.620501599973068,8.620501599973068,8.620501599973068,8.620501599973068,8.778651700005867,k,0.14775849995203316,None,922040,001,2025-09-25_16h36.32.557,Priming_gender,,2025.1.1,60.23490408651665,2025-09-25 16h36.34.942113 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,31,31,13,,,,13,31,31,0,8.802289100014605,,8.796760399942286,8.802289100014605,8.802289100014605,8.802289100014605,8.802289100014605,,,,,,,,,,,,,
