Male,Female,Image,Name,ImagePriming,NamePriming,ImageTrig,NameTrig,Trig,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,priming.thisRepN,priming.thisTrialN,priming.thisN,priming.thisIndex,thisRow.t,notes,training_Instruction.started,instruction_slide.started,instruction_continue.started,training_Instruction.stopped,instruction_continue.keys,instruction_continue.rt,instruction_continue.duration,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,training_block.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,priming_instruction.started,instruction_slide_2.started,instruction_continue_2.started,priming_instruction.stopped,instruction_continue_2.keys,instruction_continue_2.rt,instruction_continue_2.duration,priming_block.started,MAN_3.started,MAN_3_desc.started,WOMAN_3.started,WOMAN_3_desc.started,name_2.started,key_resp_3.started,pic_2.started,name_2.stopped,priming_block.stopped,priming.key_resp_3.keys,priming.key_resp_3.rt,priming.key_resp_3.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007816200028173625,0.01575250003952533,0.01575250003952533,0.7204565000720322,space,0.6850623999489471,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,0,0,0,k,0.26091560011263937,None,,,,0,0,0,0,,,,,0.7744652000255883,,,,,,,,,0.7600038000382483,0.7744652000255883,0.7744652000255883,0.7744652000255883,0.7744652000255883,1.0477362000383437,k,0.26091560011263937,None,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,1,1,0,k,0.11141619994305074,None,,,,0,1,1,1,,,,,1.0828407000517473,,,,,,,,,1.0742282000137493,1.0828407000517473,1.0828407000517473,1.0828407000517473,1.0828407000517473,1.197438900009729,k,0.11141619994305074,None,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,2,2,1,j,0.023001500056125224,None,,,,1,2,2,1,,,,,1.2331062000012025,,,,,,,,,1.2243572000879794,1.2331062000012025,1.2331062000012025,1.2331062000012025,1.2331062000012025,1.2641538000898436,j,0.023001500056125224,None,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,3,3,1,k,0.021894700010307133,None,,,,1,3,3,0,,,,,1.3005327000282705,,,,,,,,,1.2918041000375524,1.3005327000282705,1.3005327000282705,1.3005327000282705,1.3005327000282705,1.3306972000282258,k,0.021894700010307133,None,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,4,4,2,j,0.016375400009565055,None,,,,2,4,4,1,,,,,1.3659563000546768,,,,,,,,,1.3571263999911025,1.3659563000546768,1.3659563000546768,1.3659563000546768,1.3659563000546768,1.3972572000930086,j,0.016375400009565055,None,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,5,5,3,k,0.03625929995905608,None,,,,3,5,5,1,,,,,1.4316475000232458,,,,,,,,,1.4231753000058234,1.4316475000232458,1.4316475000232458,1.4316475000232458,1.4316475000232458,1.4807613000739366,k,0.03625929995905608,None,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,6,6,2,j,0.02818429993931204,None,,,,2,6,6,0,,,,,1.5179474001051858,,,,,,,,,1.5082088999915868,1.5179474001051858,1.5179474001051858,1.5179474001051858,1.5179474001051858,1.547996300039813,j,0.02818429993931204,None,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,7,7,3,k,0.02663589990697801,None,,,,3,7,7,0,,,,,1.5827410999918357,,,,,,,,,1.5741327001014724,1.5827410999918357,1.5827410999918357,1.5827410999918357,1.5827410999918357,1.613892100052908,k,0.02663589990697801,None,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,8,8,4,j,0.03578050003852695,None,,,,4,8,8,1,,,,,1.647992999991402,,,,,,,,,1.6397263000253588,1.647992999991402,1.647992999991402,1.647992999991402,1.647992999991402,1.6979936000425369,j,0.03578050003852695,None,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,9,9,4,k,0.04127329995390028,None,,,,4,9,9,0,,,,,1.73424750007689,,,,,,,,,1.724877200089395,1.73424750007689,1.73424750007689,1.73424750007689,1.73424750007689,1.7809350000461563,k,0.04127329995390028,None,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,10,10,5,j,0.04492919996846467,None,,,,5,10,10,1,,,,,1.8157528000883758,,,,,,,,,1.8073587000835687,1.8157528000883758,1.8157528000883758,1.8157528000883758,1.8157528000883758,1.8647976000793278,j,0.04492919996846467,None,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,11,11,6,k,0.059658799902535975,None,,,,6,11,11,1,,,,,1.8989413999952376,,,,,,,,,1.8901499999919906,1.8989413999952376,1.8989413999952376,1.8989413999952376,1.8989413999952376,1.9639341000001878,k,0.059658799902535975,None,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,12,12,5,j,0.05050899996422231,None,,,,5,12,12,0,,,,,1.9985622999956831,,,,,,,,,1.9897593000205234,1.9985622999956831,1.9985622999956831,1.9985622999956831,1.9985622999956831,2.0647930999984965,j,0.05050899996422231,None,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,13,13,7,k,0.02591650001704693,None,,,,7,13,13,1,,,,,2.0995890999911353,,,,,,,,,2.09074460004922,2.0995890999911353,2.0995890999911353,2.0995890999911353,2.0995890999911353,2.1306318000424653,k,0.02591650001704693,None,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,14,14,6,j,0.02435899991542101,None,,,,6,14,14,0,,,,,2.1644306000089273,,,,,,,,,2.1560462000779808,2.1644306000089273,2.1644306000089273,2.1644306000089273,2.1644306000089273,2.1985654000891373,j,0.02435899991542101,None,,,,,,,,,,,,,,,,,,,,,126626,001,2025-09-26_07h55.21.631,Priming_gender,,2025.1.1,59.85343091717774,2025-09-26 07h55.32.930369 +0700,
