thisRow.t,notes,Name,Face,NameGender,ResponseKey,RT,Timeout,participant,session,
,,สมปอง,face9_m.png,m,None,None,Yes,Pilot03,004,
,,สายใจ,face10_m.png,f,j,0.7170237000100315,No,Pilot03,004,
,,สมหมาย,face2_m.png,m,k,0.1844240000064019,No,Pilot03,004,
,,ใบเฟิร์น,face2_w.png,f,j,0.11710619999212213,No,Pilot03,004,
,,วันเพ็ญ,face4_w.png,f,j,0.06729069998255,No,Pilot03,004,
,,ฟ้าใส,face1_w.png,f,j,0.15026030002627522,No,Pilot03,004,
,,ทับทิม,face4_w.png,f,j,0.050410900003043935,No,Pilot03,004,
,,สมหมาย,face7_w.png,m,k,0.017047900008037686,No,Pilot03,004,
,,ฟ้าใส,face6_m.png,f,j,0.050218299991684034,No,Pilot03,004,
,,ประเสริฐ,face3_m.png,m,k,0.10050990001764148,No,Pilot03,004,
,,พิกุล,face5_w.png,f,j,0.13381300002220087,No,Pilot03,004,
,,มานะ,face1_w.png,m,k,None,Yes,Pilot03,004,
,,มั่นคง,face2_m.png,m,k,0.2504659999976866,No,Pilot03,004,
,,มั่นคง,face6_m.png,m,k,None,Yes,Pilot03,004,
,,ประทีป,face3_m.png,m,k,None,Yes,Pilot03,004,
,,สายใจ,face4_w.png,f,k,None,Yes,Pilot03,004,
,,ฟ้าใส,face3_m.png,f,j,0.40090560002136044,No,Pilot03,004,
,,ดวงแก้ว,face7_m.png,f,j,0.08443019998958334,No,Pilot03,004,
,,สมหญิง,face10_m.png,f,j,0.06678780002403073,No,Pilot03,004,
,,ฟ้าใส,face8_w.png,f,j,None,Yes,Pilot03,004,
,,บุญชู,face2_w.png,m,k,0.06685860001016408,No,Pilot03,004,
,,ชูศักดิ์,face6_m.png,m,k,0.0034035999851766974,No,Pilot03,004,
,,ประทีป,face1_w.png,m,k,0.3002847000025213,No,Pilot03,004,
,,แก้วตา,face3_m.png,f,j,0.20058610002161004,No,Pilot03,004,
,,พอใจ,face9_m.png,f,k,0.13391549998777919,No,Pilot03,004,
,,สมปอง,face7_m.png,m,k,0.20000499999150634,No,Pilot03,004,
,,สมชาย,face7_w.png,m,k,None,Yes,Pilot03,004,
,,สายใจ,face5_m.png,f,j,0.05043129998375662,No,Pilot03,004,
,,สายใจ,face1_m.png,f,j,None,Yes,Pilot03,004,
,,สมหญิง,face7_m.png,f,j,0.033529199979966506,No,Pilot03,004,
,,แก้วตา,face8_w.png,f,j,0.1669337000057567,No,Pilot03,004,
,,บุญชู,face4_m.png,m,k,0.16697489999933168,No,Pilot03,004,
,,สมหมาย,face6_m.png,m,k,0.13379069999791682,No,Pilot03,004,
,,ทองดี,face7_m.png,m,k,0.033498300006613135,No,Pilot03,004,
,,สมชาย,face4_m.png,m,k,None,Yes,Pilot03,004,
,,บุญชู,face8_w.png,m,j,0.06681109999772161,No,Pilot03,004,
,,ชูศักดิ์,face3_m.png,m,k,0.21723059998475946,No,Pilot03,004,
,,สมหมาย,face7_m.png,m,k,0.06721870001638308,No,Pilot03,004,
,,พอใจ,face4_m.png,f,k,None,Yes,Pilot03,004,
,,ชูศักดิ์,face1_w.png,m,k,0.36703140000463463,No,Pilot03,004,
,,บุญชู,face10_w.png,m,k,0.4498169999860693,No,Pilot03,004,
,,ทองดี,face10_m.png,m,k,0.20049260000814684,No,Pilot03,004,
,,ดวงแก้ว,face3_w.png,f,j,0.11698830002569593,No,Pilot03,004,
,,ชูศักดิ์,face4_m.png,m,k,0.16676209997967817,No,Pilot03,004,
,,ประเสริฐ,face4_m.png,m,k,0.08371340000303462,No,Pilot03,004,
,,พอใจ,face6_w.png,f,j,0.20023210000363179,No,Pilot03,004,
,,สมหมาย,face9_m.png,m,k,0.033744099986506626,No,Pilot03,004,
,,แก้วตา,face5_w.png,f,j,0.11699869998847134,No,Pilot03,004,
,,ชูศักดิ์,face5_m.png,m,k,0.21682150001288392,No,Pilot03,004,
