Male,Female,Image,Name,ImagePriming,NamePriming,ImageTrig,NameTrig,Trig,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,priming.thisRepN,priming.thisTrialN,priming.thisN,priming.thisIndex,thisRow.t,notes,training_Instruction.started,instruction_slide.started,instruction_continue.started,training_Instruction.stopped,instruction_continue.keys,instruction_continue.rt,instruction_continue.duration,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,training_block.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,priming_instruction.started,instruction_slide_2.started,instruction_continue_2.started,priming_instruction.stopped,instruction_continue_2.keys,instruction_continue_2.rt,instruction_continue_2.duration,priming_block.started,MAN_3.started,MAN_3_desc.started,WOMAN_3.started,WOMAN_3_desc.started,name_2.started,pic_2.started,key_resp_3.started,name_2.stopped,priming_block.stopped,priming.key_resp_3.keys,priming.key_resp_3.rt,priming.key_resp_3.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008222299977205694,0.016053900006227195,0.016053900006227195,0.9212047000182793,space,0.8858758999267593,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,0,0,0,j,0.44384449999779463,None,,,,0,0,0,0,,,,,0.973689500009641,,,,,,,,,0.9644653999712318,0.973689500009641,0.973689500009641,0.973689500009641,0.973689500009641,1.4331162000307813,j,0.44384449999779463,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,1,1,0,k,0.11139159998856485,None,,,,0,1,1,1,,,,,1.477676899987273,,,,,,,,,1.4693566999631003,1.477676899987273,1.477676899987273,1.477676899987273,1.477676899987273,1.5984726999886334,k,0.11139159998856485,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,2,2,1,j,0.15170649997889996,None,,,,1,2,2,1,,,,,1.6354677999624982,,,,,,,,,1.6273765000514686,1.6354677999624982,1.6354677999624982,1.6354677999624982,1.6354677999624982,1.79836370004341,j,0.15170649997889996,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,3,3,1,k,0.10525180003605783,None,,,,1,3,3,0,,,,,1.83669100003317,,,,,,,,,1.8281706999987364,1.83669100003317,1.83669100003317,1.83669100003317,1.83669100003317,1.9490956000518054,k,0.10525180003605783,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,4,4,2,j,0.14628740004263818,None,,,,2,4,4,0,,,,,1.987220500013791,,,,,,,,,1.9781963999848813,1.987220500013791,1.987220500013791,1.987220500013791,1.987220500013791,2.1483231000602245,j,0.14628740004263818,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,5,5,3,k,0.06496830005198717,None,,,,3,5,5,0,,,,,2.1851210000459105,,,,,,,,,2.1771413000533357,2.1851210000459105,2.1851210000459105,2.1851210000459105,2.1851210000459105,2.2649109000340104,k,0.06496830005198717,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,6,6,2,k,0.18598860001657158,None,,,,2,6,6,1,,,,,2.3007379999617115,,,,,,,,,2.2929258999647573,2.3007379999617115,2.3007379999617115,2.3007379999617115,2.3007379999617115,2.4979022999759763,k,0.18598860001657158,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,7,7,3,j,0.05017149995546788,None,,,,3,7,7,1,,,,,2.534352599992417,,,,,,,,,2.5259327000239864,2.534352599992417,2.534352599992417,2.534352599992417,2.534352599992417,2.598360800067894,j,0.05017149995546788,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,8,8,4,j,0.2558355999644846,None,,,,4,8,8,1,,,,,2.637484300066717,,,,,,,,,2.62773659999948,2.637484300066717,2.637484300066717,2.637484300066717,2.637484300066717,2.8980152000440285,j,0.2558355999644846,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,9,9,5,j,0.10852280003018677,None,,,,5,9,9,1,,,,,2.936158000025898,,,,,,,,,2.926347800064832,2.936158000025898,2.936158000025898,2.936158000025898,2.936158000025898,3.048160500009544,j,0.10852280003018677,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,10,10,4,j,0.08990899997297674,None,,,,4,10,10,0,,,,,3.085297100013122,,,,,,,,,3.077504900051281,3.085297100013122,3.085297100013122,3.085297100013122,3.085297100013122,3.181612199987285,j,0.08990899997297674,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,11,11,6,j,0.15412409999407828,None,,,,6,11,11,1,,,,,3.2517430000007153,,,,,,,,,3.2431466999696568,3.2517430000007153,3.2517430000007153,3.2517430000007153,3.2517430000007153,3.4155189000302926,j,0.15412409999407828,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,12,12,5,k,0.1433633000124246,None,,,,5,12,12,0,,,,,3.4530889000743628,,,,,,,,,3.4451133999973536,3.4530889000743628,3.4530889000743628,3.4530889000743628,3.4530889000743628,3.598211899981834,k,0.1433633000124246,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,13,13,6,j,0.0640877999830991,None,,,,6,13,13,0,,,,,3.635497200069949,,,,,,,,,3.6282954000635073,3.635497200069949,3.635497200069949,3.635497200069949,3.635497200069949,3.714745600009337,j,0.0640877999830991,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,14,14,7,k,0.09827240009326488,None,,,,7,14,14,1,,,,,3.7554917000234127,,,,,,,,,3.7463769000023603,3.7554917000234127,3.7554917000234127,3.7554917000234127,3.7554917000234127,3.8649652000749484,k,0.09827240009326488,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,15,15,7,j,0.06002830003853887,None,,,,7,15,15,0,,,,,3.9028075999813154,,,,,,,,,3.8954854999901727,3.9028075999813154,3.9028075999813154,3.9028075999813154,3.9028075999813154,3.9649044000543654,j,0.06002830003853887,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,16,16,8,k,0.09810940001625568,None,,,,8,16,16,1,,,,,4.00507730001118,,,,,,,,,3.9951552000129595,4.00507730001118,4.00507730001118,4.00507730001118,4.00507730001118,4.114802199997939,k,0.09810940001625568,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,17,17,9,j,0.027659500017762184,None,,,,9,17,17,1,,,,,4.157885599997826,,,,,,,,,4.149158300017007,4.157885599997826,4.157885599997826,4.157885599997826,4.157885599997826,4.199083899962716,j,0.027659500017762184,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,18,18,10,k,0.0890358000760898,None,,,,10,18,18,1,,,,,4.237834700034,,,,,,,,,4.229496499989182,4.237834700034,4.237834700034,4.237834700034,4.237834700034,4.332361900014803,k,0.0890358000760898,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,19,19,8,j,0.037386300042271614,None,,,,8,19,19,0,,,,,4.370853699976578,,,,,,,,,4.362038800027221,4.370853699976578,4.370853699976578,4.370853699976578,4.370853699976578,4.416361900046468,j,0.037386300042271614,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,20,20,9,j,0.1663274000165984,None,,,,9,20,20,0,,,,,4.455080099985935,,,,,,,,,4.44599240005482,4.455080099985935,4.455080099985935,4.455080099985935,4.455080099985935,4.6329246000386775,j,0.1663274000165984,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,21,21,10,j,0.07847049995325506,None,,,,10,21,21,0,,,,,4.671401800005697,,,,,,,,,4.663465899997391,4.671401800005697,4.671401800005697,4.671401800005697,4.671401800005697,4.765922100050375,j,0.07847049995325506,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,22,22,11,j,0.0762709000846371,None,,,,11,22,22,0,,,,,4.804213900002651,,,,,,,,,4.794518599985167,4.804213900002651,4.804213900002651,4.804213900002651,4.804213900002651,4.882283600047231,j,0.0762709000846371,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,23,23,11,j,0.08277929993346334,None,,,,11,23,23,1,,,,,4.919869699981064,,,,,,,,,4.91148070001509,4.919869699981064,4.919869699981064,4.919869699981064,4.919869699981064,5.015897399978712,j,0.08277929993346334,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,24,24,12,k,0.1433677999302745,None,,,,12,24,24,1,,,,,5.055246900068596,,,,,,,,,5.046407600049861,5.055246900068596,5.055246900068596,5.055246900068596,5.055246900068596,5.214421099983156,k,0.1433677999302745,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,25,25,13,j,0.12100260006263852,None,,,,13,25,25,1,,,,,5.254848400014453,,,,,,,,,5.246583300060593,5.254848400014453,5.254848400014453,5.254848400014453,5.254848400014453,5.382196499966085,j,0.12100260006263852,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,26,26,14,k,0.09692440007347614,None,,,,14,26,26,1,,,,,5.4208648999920115,,,,,,,,,5.412583900033496,5.4208648999920115,5.4208648999920115,5.4208648999920115,5.4208648999920115,5.532046200009063,k,0.09692440007347614,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,27,27,12,j,0.26139590004459023,None,,,,12,27,27,0,,,,,5.5703003000235185,,,,,,,,,5.561665500048548,5.5703003000235185,5.5703003000235185,5.5703003000235185,5.5703003000235185,5.83231920003891,j,0.26139590004459023,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,28,28,13,k,0.11312449991237372,None,,,,13,28,28,0,,,,,5.87107009999454,,,,,,,,,5.862560200039297,5.87107009999454,5.87107009999454,5.87107009999454,5.87107009999454,5.998627900029533,k,0.11312449991237372,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,29,29,14,j,0.052708800067193806,None,,,,14,29,29,0,,,,,6.03668799996376,,,,,,,,,6.028409100021236,6.03668799996376,6.03668799996376,6.03668799996376,6.03668799996376,6.098952300031669,j,0.052708800067193806,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,30,30,15,k,0.1666127999778837,None,,,,15,30,30,0,,,,,6.137683500070125,,,,,,,,,6.128572899964638,6.137683500070125,6.137683500070125,6.137683500070125,6.137683500070125,6.315143899992108,k,0.1666127999778837,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,31,31,16,j,0.026198699953965843,None,,,,16,31,31,0,,,,,6.353852299973369,,,,,,,,,6.346156500047073,6.353852299973369,6.353852299973369,6.353852299973369,6.353852299973369,6.381610000040382,j,0.026198699953965843,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,32,32,15,j,0.25280750007368624,None,,,,15,32,32,1,,,,,6.420424700016156,,,,,,,,,6.412313500070013,6.420424700016156,6.420424700016156,6.420424700016156,6.420424700016156,6.6812440999783576,j,0.25280750007368624,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,33,33,17,j,0.10967739997431636,None,,,,17,33,33,0,,,,,6.718930599978194,,,,,,,,,6.710594600066543,6.718930599978194,6.718930599978194,6.718930599978194,6.718930599978194,6.832292100065388,j,0.10967739997431636,None,,,,,,,,,,,,,,,,,,,,,174093,001,2025-09-26_10h22.04.029,Priming_gender,,2025.1.1,60.18480342124472,2025-09-26 10h22.08.290977 +0700,
