Male,Female,Image,Name,ImagePriming,NamePriming,ImageTrig,NameTrig,Trig,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,priming.thisRepN,priming.thisTrialN,priming.thisN,priming.thisIndex,thisRow.t,notes,training_Instruction.started,instruction_slide.started,instruction_continue.started,training_Instruction.stopped,instruction_continue.keys,instruction_continue.rt,instruction_continue.duration,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,training_block.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,priming_instruction.started,instruction_slide_2.started,instruction_continue_2.started,priming_instruction.stopped,instruction_continue_2.keys,instruction_continue_2.rt,instruction_continue_2.duration,priming_block.started,MAN_3.started,MAN_3_desc.started,WOMAN_3.started,name_2.started,key_resp_3.started,pic_2.started,name_2.stopped,priming_block.stopped,priming.key_resp_3.keys,priming.key_resp_3.rt,priming.key_resp_3.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
None,None,None,None,women.png,วาสนา,11,62,132,14,14,0,,,,k,0.4683916000649333,None,,,,,0,14,14,32,19.533790900022723,,,,,,,,,,,,,,,,,,,,,,,,,19.51418229995761,19.533790900022723,19.533790900022723,19.533790900022723,19.533790900022723,19.533790900022723,19.800320100039244,19.833698199945502,20.01757979998365,k,0.4683916000649333,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,None,women.png,อรรถพล,11,53,123,15,15,0,,,,k,0.3863493000390008,None,,,,,0,15,15,23,20.05039129999932,,,,,,,,,,,,,,,,,,,,,,,,,20.033011100022122,20.05039129999932,20.05039129999932,20.05039129999932,20.05039129999932,20.05039129999932,20.318433200009167,20.36713959998451,20.467371199978516,k,0.3863493000390008,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,วาสนา,men.png,วาสนา,10,62,112,16,16,0,,,,k,0.5062057999894023,None,,,,,0,16,16,12,20.500440299976617,,,,,,,,,,,,,,,,,,,,,,,,,20.480873699998483,20.500440299976617,20.500440299976617,20.500440299976617,20.500440299976617,20.500440299976617,20.766993700060993,20.80033620004542,21.017568100010976,k,0.5062057999894023,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
ศักดิ์สิทธิ์,สุนิสา,None,ศักดิ์สิทธิ์,men.png,ศักดิ์สิทธิ์,10,58,108,17,17,0,,,,k,0.09149960009381175,None,,,,,0,17,17,8,21.050475600059144,,,,,,,,,,,,,,,,,,,,,,,,,21.033636300009675,21.050475600059144,21.050475600059144,21.050475600059144,21.050475600059144,21.050475600059144,,,21.151098300004378,k,0.09149960009381175,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,ศิริพร,men.png,ศิริพร,10,64,114,18,18,0,,,,j,0.5194005999946967,None,,,,,0,18,18,14,21.184743999969214,,,,,,,,,,,,,,,,,,,,,,,,,21.164648000034504,21.184743999969214,21.184743999969214,21.184743999969214,21.184743999969214,21.184743999969214,21.451782800024375,21.533774100011215,21.71786980004981,j,0.5194005999946967,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,None,women.png,กาญจนา,11,60,130,19,19,0,,,,j,0.3573424000060186,None,,,,,0,19,19,30,21.75204399996437,,,,,,,,,,,,,,,,,,,,,,,,,21.733130499953404,21.75204399996437,21.75204399996437,21.75204399996437,21.75204399996437,21.75204399996437,22.03356969996821,22.066894700052217,22.117708300007507,j,0.3573424000060186,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
อรรถพล,สุพัตรา,None,อรรถพล,men.png,อรรถพล,10,53,103,20,20,0,,,,j,0.41534910001792014,None,,,,,0,20,20,3,22.15130340005271,,,,,,,,,,,,,,,,,,,,,,,,,22.13079840003047,22.15130340005271,22.15130340005271,22.15130340005271,22.15130340005271,22.15130340005271,22.418179900036193,22.48503930005245,22.584682499989867,j,0.41534910001792014,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,None,women.png,อาภรณ์,11,65,135,21,21,0,,,,k,0.3538047999609262,None,,,,,0,21,21,35,22.618237299961038,,,,,,,,,,,,,,,,,,,,,,,,,22.59823859995231,22.618237299961038,22.618237299961038,22.618237299961038,22.618237299961038,22.618237299961038,22.90014409995638,22.93358149996493,22.984054200001992,k,0.3538047999609262,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,None,women.png,พิสิฐ,11,59,129,22,22,0,,,,k,0.4640987999737263,None,,,,,0,22,22,29,23.017637299955823,,,,,,,,,,,,,,,,,,,,,,,,,22.997400099993683,23.017637299955823,23.017637299955823,23.017637299955823,23.017637299955823,23.017637299955823,23.284524800023064,23.333712800056674,23.485428099986166,k,0.4640987999737263,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,None,women.png,สุพัตรา,11,63,133,23,23,0,,,,k,0.3983023999026045,None,,,,,0,23,23,33,23.51895619998686,,,,,,,,,,,,,,,,,,,,,,,,,23.498888200032525,23.51895619998686,23.51895619998686,23.51895619998686,23.51895619998686,23.51895619998686,23.800413500051945,23.833706800010987,23.918286900036037,k,0.3983023999026045,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,None,women.png,ศักดิ์สิทธิ์,11,58,128,24,24,0,,,,j,0.400859999936074,None,,,,,0,24,24,28,23.95146999997087,,,,,,,,,,,,,,,,,,,,,,,,,23.932512099971063,23.95146999997087,23.95146999997087,23.95146999997087,23.95146999997087,23.95146999997087,24.23364880005829,24.266915600048378,24.367217499995604,j,0.400859999936074,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,25,25,0,,,,j,0.4766206999775022,None,,,,,0,25,25,1,24.400380600010976,,,,,,,,,,,,,,,,,,,,,,,,,24.382268900051713,24.400380600010976,24.400380600010976,24.400380600010976,24.400380600010976,24.400380600010976,24.700292599969544,24.733657800010405,24.884739900007844,j,0.4766206999775022,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
ปริญญา,อาภรณ์,None,ปริญญา,men.png,ปริญญา,10,55,105,26,26,0,,,,j,0.34156790003180504,None,,,,,0,26,26,5,24.917751600034535,,,,,,,,,,,,,,,,,,,,,,,,,24.898493199958466,24.917751600034535,24.917751600034535,24.917751600034535,24.917751600034535,24.917751600034535,25.200144700007513,25.21835740003735,25.267157700029202,j,0.34156790003180504,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,None,women.png,พิมพ์ใจ,11,61,131,27,27,0,,,,k,0.4464614000171423,None,,,,,0,27,27,31,25.300165300024673,,,,,,,,,,,,,,,,,,,,,,,,,25.283120600041002,25.300165300024673,25.300165300024673,25.300165300024673,25.300165300024673,25.300165300024673,25.568850700045004,25.633699400001206,25.767143200035207,k,0.4464614000171423,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,จิตติมา,men.png,จิตติมา,10,66,116,28,28,0,,,,k,0.4043028000742197,None,,,,,0,28,28,16,25.80022169998847,,,,,,,,,,,,,,,,,,,,,,,,,25.78113390004728,25.80022169998847,25.80022169998847,25.80022169998847,25.80022169998847,25.80022169998847,26.066800600034185,26.100336499977857,26.233841000008397,k,0.4043028000742197,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,None,women.png,ปัทมา,11,69,139,29,29,0,,,,k,0.3179414999904111,None,,,,,0,29,29,39,26.268827800056897,,,,,,,,,,,,,,,,,,,,,,,,,26.247482700040564,26.268827800056897,26.268827800056897,26.268827800056897,26.268827800056897,26.268827800056897,26.53360059997067,26.584913600003347,26.600559400045313,k,0.3179414999904111,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,None,women.png,วรพล,11,57,127,30,30,0,,,,j,0.34319780010264367,None,,,,,0,30,30,27,26.633684400003403,,,,,,,,,,,,,,,,,,,,,,,,,26.613935200031847,26.633684400003403,26.633684400003403,26.633684400003403,26.633684400003403,26.633684400003403,26.900081400061026,26.93341070006136,26.98464579996653,j,0.34319780010264367,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,None,women.png,วรรณา,11,67,137,31,31,0,,,,k,0.40187179995700717,None,,,,,0,31,31,37,27.017319899983704,,,,,,,,,,,,,,,,,,,,,,,,,26.99777819996234,27.017319899983704,27.017319899983704,27.017319899983704,27.017319899983704,27.017319899983704,27.30006040004082,27.31671779998578,27.433946499950252,k,0.40187179995700717,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,None,women.png,ปริญญา,11,55,125,32,32,0,,,,j,0.3860405000159517,None,,,,,0,32,32,25,27.468132599955425,,,,,,,,,,,,,,,,,,,,,,,,,27.447821700014174,27.468132599955425,27.468132599955425,27.468132599955425,27.468132599955425,27.468132599955425,27.73355929995887,27.784396999981254,27.867086100042798,j,0.3860405000159517,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,พิมพ์ใจ,men.png,พิมพ์ใจ,10,61,111,33,33,0,,,,k,0.37421480007469654,None,,,,,0,33,33,11,27.900320900022052,,,,,,,,,,,,,,,,,,,,,,,,,27.88077719998546,27.900320900022052,27.900320900022052,27.900320900022052,27.900320900022052,27.900320900022052,28.166751999990083,28.200132100027986,28.28358849999495,k,0.37421480007469654,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,None,women.png,ภูมิพัฒน์,11,56,126,34,34,0,,,,j,0.4675630999263376,None,,,,,0,34,34,26,28.316734499996528,,,,,,,,,,,,,,,,,,,,,,,,,28.29695200000424,28.316734499996528,28.316734499996528,28.316734499996528,28.316734499996528,28.316734499996528,28.583385200006887,28.616876399959438,28.78469010000117,j,0.4675630999263376,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,สุพัตรา,men.png,สุพัตรา,10,63,113,35,35,0,,,,k,0.3706157000269741,None,,,,,0,35,35,13,28.818650000030175,,,,,,,,,,,,,,,,,,,,,,,,,28.804063000017777,28.818650000030175,28.818650000030175,28.818650000030175,28.818650000030175,28.818650000030175,29.100079099996947,29.133432299946435,29.200483400025405,k,0.3706157000269741,None,585513,001,2025-09-26_05h56.28.333,Priming_gender,,2025.1.1,59.44921494115152,2025-09-26 05h56.31.512684 +0700,
None,None,None,None,women.png,สุนิสา,11,68,138,36,36,0,,,,,,,,,,,0,36,36,38,29.233597600017674,,,,,,,,,,,,,,,,,,,,,,,,,29.213776299962774,29.233597600017674,29.233597600017674,29.233597600017674,29.233597600017674,29.233597600017674,29.500164599972777,29.533399099949747,,,,,,,,,,,,,
