Male,Female,Image,Name,ImagePriming,NamePriming,ImageTrig,NameTrig,Trig,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,priming.thisRepN,priming.thisTrialN,priming.thisN,priming.thisIndex,thisRow.t,notes,training_Instruction.started,instruction_slide.started,instruction_continue.started,training_Instruction.stopped,instruction_continue.keys,instruction_continue.rt,instruction_continue.duration,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,training_block.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,priming_instruction.started,instruction_slide_2.started,instruction_continue_2.started,priming_instruction.stopped,instruction_continue_2.keys,instruction_continue_2.rt,instruction_continue_2.duration,priming_block.started,MAN_3.started,MAN_3_desc.started,WOMAN_3.started,WOMAN_3_desc.started,name_2.started,key_resp_3.started,pic_2.started,name_2.stopped,priming_block.stopped,priming.key_resp_3.keys,priming.key_resp_3.rt,priming.key_resp_3.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008042800007387996,0.01920139999128878,0.01920139999128878,1.9442217000760138,space,1.9177327000070363,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,0,0,0,j,1.034671499975957,None,,,,0,0,0,1,,,,,2.0196217000484467,,,,,,,,,2.0092621999792755,2.0196217000484467,2.0196217000484467,2.0196217000484467,2.0196217000484467,3.069928599987179,j,1.034671499975957,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,1,1,0,k,0.08440870000049472,None,,,,0,1,1,0,,,,,3.119283100008033,,,,,,,,,3.110545900068246,3.119283100008033,3.119283100008033,3.119283100008033,3.119283100008033,3.2197795000392944,k,0.08440870000049472,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,2,2,1,j,0.11462570005096495,None,,,,1,2,2,1,,,,,3.2586137000471354,,,,,,,,,3.2497058999724686,3.2586137000471354,3.2586137000471354,3.2586137000471354,3.2586137000471354,3.385405300068669,j,0.11462570005096495,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,3,3,2,k,0.12274320004507899,None,,,,2,3,3,1,,,,,3.4233589000068605,,,,,,,,,3.4150533999782056,3.4233589000068605,3.4233589000068605,3.4233589000068605,3.4233589000068605,3.5516368000535294,k,0.12274320004507899,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,4,4,3,j,0.008091799914836884,None,,,,3,4,4,1,,,,,3.5899744000053033,,,,,,,,,3.5814326000399888,3.5899744000053033,3.5899744000053033,3.5899744000053033,3.5899744000053033,3.601729099988006,j,0.008091799914836884,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,5,5,1,k,0.08879539999179542,None,,,,1,5,5,0,,,,,3.6418806000147015,,,,,,,,,3.632066100020893,3.6418806000147015,3.6418806000147015,3.6418806000147015,3.6418806000147015,3.735671699978411,k,0.08879539999179542,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,6,6,4,j,0.08505909994710237,None,,,,4,6,6,1,,,,,3.7749098000349477,,,,,,,,,3.7658498000819236,3.7749098000349477,3.7749098000349477,3.7749098000349477,3.7749098000349477,3.8677797000855207,j,0.08505909994710237,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,7,7,5,j,0.13032470003236085,None,,,,5,7,7,1,,,,,3.9070320000173524,,,,,,,,,3.8983412000816315,3.9070320000173524,3.9070320000173524,3.9070320000173524,3.9070320000173524,4.053016300080344,j,0.13032470003236085,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,8,8,2,j,0.17640730005223304,None,,,,2,8,8,0,,,,,4.091364599997178,,,,,,,,,4.0823654000414535,4.091364599997178,4.091364599997178,4.091364599997178,4.091364599997178,4.2692686000373214,j,0.17640730005223304,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,9,9,6,j,0.352723199990578,None,,,,6,9,9,1,,,,,4.3065128000453115,,,,,,,,,4.298057500040159,4.3065128000453115,4.3065128000453115,4.3065128000453115,4.3065128000453115,4.668804900022224,j,0.352723199990578,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,10,10,3,j,0.11616859992500395,None,,,,3,10,10,0,,,,,4.707466299994849,,,,,,,,,4.698724600020796,4.707466299994849,4.707466299994849,4.707466299994849,4.707466299994849,4.834694000077434,j,0.11616859992500395,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,11,11,4,j,0.11443890002556145,None,,,,4,11,11,0,,,,,4.875664200051688,,,,,,,,,4.866879199980758,4.875664200051688,4.875664200051688,4.875664200051688,4.875664200051688,5.003141100052744,j,0.11443890002556145,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,12,12,7,j,0.11025619995780289,None,,,,7,12,12,1,,,,,5.041770900017582,,,,,,,,,5.0328249000012875,5.041770900017582,5.041770900017582,5.041770900017582,5.041770900017582,5.168931400054134,j,0.11025619995780289,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,13,13,8,j,0.10976439993828535,None,,,,8,13,13,1,,,,,5.214881699997932,,,,,,,,,5.2055837999796495,5.214881699997932,5.214881699997932,5.214881699997932,5.214881699997932,5.3368353000842035,j,0.10976439993828535,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,14,14,5,j,0.12317230005282909,None,,,,5,14,14,0,,,,,5.375108300009742,,,,,,,,,5.366335100028664,5.375108300009742,5.375108300009742,5.375108300009742,5.375108300009742,5.502355800010264,j,0.12317230005282909,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,15,15,9,j,0.1299280000384897,None,,,,9,15,15,1,,,,,5.540963000035845,,,,,,,,,5.531849800026976,5.540963000035845,5.540963000035845,5.540963000035845,5.540963000035845,5.684893700061366,j,0.1299280000384897,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,16,16,6,k,0.283938099979423,None,,,,6,16,16,0,,,,,5.725666700047441,,,,,,,,,5.71645080007147,5.725666700047441,5.725666700047441,5.725666700047441,5.725666700047441,6.018087200005539,k,0.283938099979423,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,17,17,7,k,0.19544270006008446,None,,,,7,17,17,0,,,,,6.0555451000109315,,,,,,,,,6.04657720006071,6.0555451000109315,6.0555451000109315,6.0555451000109315,6.0555451000109315,6.26884700008668,k,0.19544270006008446,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,18,18,8,k,0.09961140004452318,None,,,,8,18,18,0,,,,,6.309511200059205,,,,,,,,,6.301551699987613,6.309511200059205,6.309511200059205,6.309511200059205,6.309511200059205,6.419690300012007,k,0.09961140004452318,None,,,,,,,,,,,,,,,,,,,,,839012,001,2025-09-26_10h28.37.593,Priming_gender,,2025.1.1,60.31504965601714,2025-09-26 10h28.54.095206 +0700,
