Male,Female,Image,Name,ImagePriming,NamePriming,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,thisRow.t,notes,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,training_block.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,23,23,10,k,0.18768810003530234,None,10,23,23,1,7.028920899960212,,7.024159700027667,7.028920899960212,7.028920899960212,7.028920899960212,7.028920899960212,7.2238054999616,k,0.18768810003530234,None,465780,001,2025-09-25_16h45.59.139,Priming_gender,,2025.1.1,59.82707582661051,2025-09-25 16h46.02.227585 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,24,24,13,k,0.1445077999960631,None,13,24,24,0,7.248354300041683,,7.243263700045645,7.248354300041683,7.248354300041683,7.248354300041683,7.248354300041683,7.4069016999565065,k,0.1445077999960631,None,465780,001,2025-09-25_16h45.59.139,Priming_gender,,2025.1.1,59.82707582661051,2025-09-25 16h46.02.227585 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,25,25,11,k,0.1253224000101909,None,11,25,25,1,7.430606900015846,,7.425816599978134,7.430606900015846,7.430606900015846,7.430606900015846,7.430606900015846,7.557635399978608,k,0.1253224000101909,None,465780,001,2025-09-25_16h45.59.139,Priming_gender,,2025.1.1,59.82707582661051,2025-09-25 16h46.02.227585 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,26,26,14,j,0.16056510002817959,None,14,26,26,0,7.580853900057264,,7.57610599999316,7.580853900057264,7.580853900057264,7.580853900057264,7.580853900057264,7.757482600049116,j,0.16056510002817959,None,465780,001,2025-09-25_16h45.59.139,Priming_gender,,2025.1.1,59.82707582661051,2025-09-25 16h46.02.227585 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,27,27,12,k,0.17982009996194392,None,12,27,27,1,7.781962199951522,,7.7772448000032455,7.781962199951522,7.781962199951522,7.781962199951522,7.781962199951522,7.974267599987797,k,0.17982009996194392,None,465780,001,2025-09-25_16h45.59.139,Priming_gender,,2025.1.1,59.82707582661051,2025-09-25 16h46.02.227585 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,28,28,13,j,0.12314190005417913,None,13,28,28,1,7.998381900019012,,7.993178399978206,7.998381900019012,7.998381900019012,7.998381900019012,7.998381900019012,8.123975199996494,j,0.12314190005417913,None,465780,001,2025-09-25_16h45.59.139,Priming_gender,,2025.1.1,59.82707582661051,2025-09-25 16h46.02.227585 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,29,29,14,k,0.16742720000911504,None,14,29,29,1,8.148219499969855,,8.143380300025456,8.148219499969855,8.148219499969855,8.148219499969855,8.148219499969855,8.323928100056946,k,0.16742720000911504,None,465780,001,2025-09-25_16h45.59.139,Priming_gender,,2025.1.1,59.82707582661051,2025-09-25 16h46.02.227585 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,30,30,15,j,0.08179009996820241,None,15,30,30,1,8.347911400021985,,8.342072400031611,8.347911400021985,8.347911400021985,8.347911400021985,8.347911400021985,8.441136699984781,j,0.08179009996820241,None,465780,001,2025-09-25_16h45.59.139,Priming_gender,,2025.1.1,59.82707582661051,2025-09-25 16h46.02.227585 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,31,31,15,k,0.09870450000744313,None,15,31,31,0,8.464491700055078,,8.459681399981491,8.464491700055078,8.464491700055078,8.464491700055078,8.464491700055078,8.573665900039487,k,0.09870450000744313,None,465780,001,2025-09-25_16h45.59.139,Priming_gender,,2025.1.1,59.82707582661051,2025-09-25 16h46.02.227585 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,32,32,16,j,0.04848860006313771,None,16,32,32,0,8.597318700049073,,8.592484300024807,8.597318700049073,8.597318700049073,8.597318700049073,8.597318700049073,8.657406899961643,j,0.04848860006313771,None,465780,001,2025-09-25_16h45.59.139,Priming_gender,,2025.1.1,59.82707582661051,2025-09-25 16h46.02.227585 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,33,33,16,k,0.08745140000246465,None,16,33,33,1,8.680183500051498,,8.675251699984074,8.680183500051498,8.680183500051498,8.680183500051498,8.680183500051498,8.77394430001732,k,0.08745140000246465,None,465780,001,2025-09-25_16h45.59.139,Priming_gender,,2025.1.1,59.82707582661051,2025-09-25 16h46.02.227585 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,34,34,17,j,0.04483300005085766,None,17,34,34,1,8.797120000002906,,8.79225379996933,8.797120000002906,8.797120000002906,8.797120000002906,8.797120000002906,8.857492199982516,j,0.04483300005085766,None,465780,001,2025-09-25_16h45.59.139,Priming_gender,,2025.1.1,59.82707582661051,2025-09-25 16h46.02.227585 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,35,35,17,k,0.0714563000947237,None,17,35,35,0,8.878572899964638,,8.873864999972284,8.878572899964638,8.878572899964638,8.878572899964638,8.878572899964638,8.95665209996514,k,0.0714563000947237,None,465780,001,2025-09-25_16h45.59.139,Priming_gender,,2025.1.1,59.82707582661051,2025-09-25 16h46.02.227585 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,36,36,18,j,0.037833399954251945,None,18,36,36,0,8.980622599949129,,8.975394999957643,8.980622599949129,8.980622599949129,8.980622599949129,8.980622599949129,9.023999899975024,j,0.037833399954251945,None,465780,001,2025-09-25_16h45.59.139,Priming_gender,,2025.1.1,59.82707582661051,2025-09-25 16h46.02.227585 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,37,37,18,,,,18,37,37,1,9.04564579995349,,9.04056880006101,9.04564579995349,9.04564579995349,9.04564579995349,9.04564579995349,,,,,,,,,,,,,
