Male,Female,thisN,thisTrialN,thisRepN,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,key_resp.keys,key_resp.rt,key_resp.duration,thisRow.t,notes,training_block_male.started,MAN.started,WOMAN.started,Male_name.started,key_resp.started,training_block_male.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
อรรถพล,สุพัตรา,0,0,0,0,0,0,3,,,,0.036047999979928136,,0.029811799991875887,0.036047999979928136,0.036047999979928136,0.036047999979928136,0.036047999979928136,1.717937899986282,j,1.6067067000549287,None,,,,,,,,,
