Male,Female,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,thisRow.t,notes,training_block_male.started,MAN.started,WOMAN.started,Mname.started,key_resp.started,training_block_male.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,training_block_female.started,MAN_2.started,WOMAN_2.started,Fname.started,key_resp_2.started,training_block_female.stopped,training.key_resp_2.keys,training.key_resp_2.rt,training.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
วรพล,วรรณา,10,0,1,k,0.08228049997705966,None,j,0.08548469992820174,None,1,0,10,7,3.563438600045629,,3.5491583000402898,3.563438600045629,3.563438600045629,3.563438600045629,3.563438600045629,3.6480822000885382,k,0.08228049997705966,None,3.648959100013599,3.6632909000618383,3.6632909000618383,3.6632909000618383,3.6632909000618383,3.7644850000506267,j,0.08548469992820174,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ปริญญา,อาภรณ์,11,1,1,k,0.0521071000257507,None,j,0.04524040000978857,None,1,1,11,5,3.7799013000912964,,3.7654136000201106,3.7799013000912964,3.7799013000912964,3.7799013000912964,3.7799013000912964,3.8472319000866264,k,0.0521071000257507,None,3.848088200087659,3.8632089000893757,3.8632089000893757,3.8632089000893757,3.8632089000893757,3.912841600016691,j,0.04524040000978857,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ภูมิพัฒน์,จิตติมา,12,2,1,k,0.08841910003684461,None,j,0.06340019998606294,None,1,2,12,6,3.9301980000454932,,3.9133500000461936,3.9301980000454932,3.9301980000454932,3.9301980000454932,3.9301980000454932,4.030508500058204,k,0.08841910003684461,None,4.031037000007927,4.04706430004444,4.04706430004444,4.04706430004444,4.04706430004444,4.1133397000376135,j,0.06340019998606294,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
อรรถพล,สุพัตรา,13,3,1,k,0.10189099994022399,None,j,0.09053710009902716,None,1,3,13,3,4.129883500048891,,4.114122900064103,4.129883500048891,4.129883500048891,4.129883500048891,4.129883500048891,4.248026599991135,k,0.10189099994022399,None,4.24858450004831,4.263086699997075,4.263086699997075,4.263086699997075,4.263086699997075,4.3645079000853,j,0.09053710009902716,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
นเรศ,พิมพ์ใจ,14,4,1,j,0.13875800010282546,None,j,0.10497589991427958,None,1,4,14,1,4.379688600078225,,4.365339600015432,4.379688600078225,4.379688600078225,4.379688600078225,4.379688600078225,4.531020199996419,j,0.13875800010282546,None,4.531864800024778,4.546960200066678,4.546960200066678,4.546960200066678,4.546960200066678,4.663202500087209,j,0.10497589991427958,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ธนพล,วาสนา,15,5,1,j,0.07340740005020052,None,j,0.09133059997111559,None,1,5,15,2,4.6793147000717,,4.663699200027622,4.6793147000717,4.6793147000717,4.6793147000717,4.6793147000717,4.763273800024763,j,0.07340740005020052,None,4.764121400075965,4.778997200075537,4.778997200075537,4.778997200075537,4.778997200075537,4.879578100051731,j,0.09133059997111559,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ชัยวัฒน์,ศิริพร,16,6,1,j,0.20897909998893738,None,j,0.18036890006624162,None,1,6,16,4,4.896102300030179,,4.8804588000057265,4.896102300030179,4.896102300030179,4.896102300030179,4.896102300030179,5.113128300057724,j,0.20897909998893738,None,5.113925600075163,5.128976800013334,5.128976800013334,5.128976800013334,5.128976800013334,5.312796200043522,j,0.18036890006624162,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
กฤษณะ,กาญจนา,17,7,1,k,0.14606719999574125,None,k,0.13368810003157705,None,1,7,17,0,5.328908700030297,,5.313478600000963,5.328908700030297,5.328908700030297,5.328908700030297,5.328908700030297,5.4795474000275135,k,0.14606719999574125,None,5.480040900059976,5.49592770007439,5.49592770007439,5.49592770007439,5.49592770007439,5.646348800044507,k,0.13368810003157705,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
พิสิฐ,ปัทมา,18,8,1,k,0.11930610006675124,None,k,0.10392240004148334,None,1,8,18,9,5.662423000088893,,5.64705590007361,5.662423000088893,5.662423000088893,5.662423000088893,5.662423000088893,5.796324800001457,k,0.11930610006675124,None,5.7970859000924975,5.812447400065139,5.812447400065139,5.812447400065139,5.812447400065139,5.929594799992628,k,0.10392240004148334,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ศักดิ์สิทธิ์,สุนิสา,19,9,1,k,0.10012820002157241,None,k,0.11286350002046674,None,1,9,19,8,5.945527200005017,,5.930180500028655,5.945527200005017,5.945527200005017,5.945527200005017,5.945527200005017,6.046456200070679,k,0.10012820002157241,None,6.047243800014257,6.062939700088464,6.062939700088464,6.062939700088464,6.062939700088464,6.179883300093934,k,0.11286350002046674,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
กฤษณะ,กาญจนา,20,0,2,k,0.10398499993607402,None,k,0.0745310999918729,None,2,0,20,0,6.195782700087875,,6.180429100058973,6.195782700087875,6.195782700087875,6.195782700087875,6.195782700087875,6.3127554000820965,k,0.10398499993607402,None,6.313364000059664,6.3289240000303835,6.3289240000303835,6.3289240000303835,6.3289240000303835,6.412911500083283,k,0.0745310999918729,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
พิสิฐ,ปัทมา,21,1,2,j,0.11996779998298734,None,k,0.1334383999928832,None,2,1,21,9,6.429117000079714,,6.413552000070922,6.429117000079714,6.429117000079714,6.429117000079714,6.429117000079714,6.5625202000373974,j,0.11996779998298734,None,6.563309699995443,6.5791058000177145,6.5791058000177145,6.5791058000177145,6.5791058000177145,6.713329700054601,k,0.1334383999928832,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
อรรถพล,สุพัตรา,22,2,2,j,0.0975851999828592,None,k,0.09812740003690124,None,2,2,22,3,6.729169000056572,,6.713854500092566,6.729169000056572,6.729169000056572,6.729169000056572,6.729169000056572,6.829285100102425,j,0.0975851999828592,None,6.830039700027555,6.845878000021912,6.845878000021912,6.845878000021912,6.845878000021912,6.9460024000145495,k,0.09812740003690124,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ศักดิ์สิทธิ์,สุนิสา,23,3,2,j,0.08340639993548393,None,k,0.11270339996553957,None,2,3,23,8,6.962192700011656,,6.9468932000454515,6.962192700011656,6.962192700011656,6.962192700011656,6.962192700011656,7.046337200095877,j,0.08340639993548393,None,7.046866000047885,7.062500600004569,7.062500600004569,7.062500600004569,7.062500600004569,7.179160700063221,k,0.11270339996553957,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ภูมิพัฒน์,จิตติมา,24,4,2,j,0.05731180007569492,None,k,0.09772640001028776,None,2,4,24,6,7.195681700017303,,7.179720200016163,7.195681700017303,7.195681700017303,7.195681700017303,7.195681700017303,7.2632317000534385,j,0.05731180007569492,None,7.264021400013007,7.279121900093742,7.279121900093742,7.279121900093742,7.279121900093742,7.379227900062688,k,0.09772640001028776,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
วรพล,วรรณา,25,5,2,j,0.06778979999944568,None,k,0.10865730000659823,None,2,5,25,7,7.395461700041778,,7.3797656000824645,7.395461700041778,7.395461700041778,7.395461700041778,7.395461700041778,7.479415400070138,j,0.06778979999944568,None,7.480219900025986,7.496125400066376,7.496125400066376,7.496125400066376,7.496125400066376,7.612641400075518,k,0.10865730000659823,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ชัยวัฒน์,ศิริพร,26,6,2,k,0.012729599955491722,None,j,0.17506290005985647,None,2,6,26,4,7.628710200078785,,7.613584600039758,7.628710200078785,7.628710200078785,7.628710200078785,7.628710200078785,7.645828100037761,k,0.012729599955491722,None,7.646263000089675,7.662466100067832,7.662466100067832,7.662466100067832,7.662466100067832,7.846884099999443,j,0.17506290005985647,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ธนพล,วาสนา,27,7,2,k,0.09640220005530864,None,j,0.0662329999031499,None,2,7,27,2,7.862373600015417,,7.847430500085466,7.862373600015417,7.862373600015417,7.862373600015417,7.862373600015417,7.962507600081153,k,0.09640220005530864,None,7.9633343000896275,7.979258400038816,7.979258400038816,7.979258400038816,7.979258400038816,8.046147000044584,j,0.0662329999031499,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ปริญญา,อาภรณ์,28,8,2,k,0.10024370008613914,None,j,0.05809440009761602,None,2,8,28,5,8.06251690001227,,8.046668700058945,8.06251690001227,8.06251690001227,8.06251690001227,8.06251690001227,8.179352300008759,k,0.10024370008613914,None,8.179952800041065,8.195483900024556,8.195483900024556,8.195483900024556,8.195483900024556,8.262574400054291,j,0.05809440009761602,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
นเรศ,พิมพ์ใจ,29,9,2,k,0.12103540007956326,None,j,5.34267279994674,None,2,9,29,1,8.279303100076504,,8.263192200101912,8.279303100076504,8.279303100076504,8.279303100076504,8.279303100076504,8.41280320007354,k,0.12103540007956326,None,8.413338100071996,8.429132100078277,8.429132100078277,8.429132100078277,8.429132100078277,13.779411100083962,j,5.34267279994674,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ธนพล,วาสนา,30,0,3,j,0.3575768999289721,None,j,0.3003638999070972,None,3,0,30,2,13.795799900079146,,13.779934299993329,13.795799900079146,13.795799900079146,13.795799900079146,13.795799900079146,14.162505400017835,j,0.3575768999289721,None,14.163298100000247,14.178969000000507,14.178969000000507,14.178969000000507,14.178969000000507,14.495820000069216,j,0.3003638999070972,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
กฤษณะ,กาญจนา,31,1,3,j,0.3670492999954149,None,j,0.23788409994449466,None,3,1,31,0,14.511985799996182,,14.4963754999917,14.511985799996182,14.511985799996182,14.511985799996182,14.511985799996182,14.895793300005607,j,0.3670492999954149,None,14.89660229999572,14.912220800062642,14.912220800062642,14.912220800062642,14.912220800062642,15.16257929999847,j,0.23788409994449466,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ชัยวัฒน์,ศิริพร,32,2,3,j,0.1477368000196293,None,j,0.1520672000478953,None,3,2,32,4,15.178475400083698,,15.163307800074108,15.178475400083698,15.178475400083698,15.178475400083698,15.178475400083698,15.328777600079775,j,0.1477368000196293,None,15.329249800066464,15.345494800014421,15.345494800014421,15.345494800014421,15.345494800014421,15.51209130010102,j,0.1520672000478953,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
นเรศ,พิมพ์ใจ,33,3,3,j,0.11891259998083115,None,k,0.7732699998887256,None,3,3,33,1,15.52917850005906,,15.512848900048994,15.52917850005906,15.52917850005906,15.52917850005906,15.52917850005906,15.663165200036019,j,0.11891259998083115,None,15.663774200016633,15.680298499995843,15.680298499995843,15.680298499995843,15.680298499995843,16.462760800030082,k,0.7732699998887256,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
วรพล,วรรณา,34,4,3,k,0.33424959995318204,None,k,0.18515380006283522,None,3,4,34,7,16.47868230007589,,16.46411570010241,16.47868230007589,16.47868230007589,16.47868230007589,16.47868230007589,16.828669400070794,k,0.33424959995318204,None,16.82917919999454,16.84551640006248,16.84551640006248,16.84551640006248,16.84551640006248,17.045394200016744,k,0.18515380006283522,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
พิสิฐ,ปัทมา,35,5,3,k,0.1562876000534743,None,k,0.15564110002014786,None,3,5,35,9,17.062280300073326,,17.04600550001487,17.062280300073326,17.062280300073326,17.062280300073326,17.062280300073326,17.229558999999426,k,0.1562876000534743,None,17.23019590007607,17.24531680007931,17.24531680007931,17.24531680007931,17.24531680007931,17.411992000066675,k,0.15564110002014786,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ศักดิ์สิทธิ์,สุนิสา,36,6,3,k,0.3541868000756949,None,k,0.2439427999779582,None,3,6,36,8,17.428246000083163,,17.4125355000142,17.428246000083163,17.428246000083163,17.428246000083163,17.428246000083163,17.79569330008235,k,0.3541868000756949,None,17.79632710001897,17.811567199998535,17.811567199998535,17.811567199998535,17.811567199998535,18.06259200000204,k,0.2439427999779582,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ภูมิพัฒน์,จิตติมา,37,7,3,k,0.2484311000443995,None,k,3.4789575999602675,None,3,7,37,6,18.078546700067818,,18.063559900037944,18.078546700067818,18.078546700067818,18.078546700067818,18.078546700067818,18.329389800084755,k,0.2484311000443995,None,18.32990210002754,18.345070000039414,18.345070000039414,18.345070000039414,18.345070000039414,21.828374300035648,k,3.4789575999602675,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
อรรถพล,สุพัตรา,38,8,3,k,0.14937779994215816,None,k,0.21401809994131327,None,3,8,38,3,21.84470280003734,,21.829074600012973,21.84470280003734,21.84470280003734,21.84470280003734,21.84470280003734,21.995382599998266,k,0.14937779994215816,None,21.99617500009481,22.012310900026932,22.012310900026932,22.012310900026932,22.012310900026932,22.228310500038788,k,0.21401809994131327,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ปริญญา,อาภรณ์,39,9,3,j,0.07857630006037652,None,k,0.15166869992390275,None,3,9,39,5,22.245215900009498,,22.228920400026254,22.245215900009498,22.245215900009498,22.245215900009498,22.245215900009498,22.328649200033396,j,0.07857630006037652,None,22.329497900092974,22.345352100091986,22.345352100091986,22.345352100091986,22.345352100091986,22.511621900019236,k,0.15166869992390275,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
วรพล,วรรณา,40,0,4,j,0.058457499952055514,None,k,0.07864599989261478,None,4,0,40,7,22.5279797000112,,22.512488800100982,22.5279797000112,22.5279797000112,22.5279797000112,22.5279797000112,22.595451100030914,j,0.058457499952055514,None,22.59624900005292,22.61147800006438,22.61147800006438,22.61147800006438,22.61147800006438,22.69503750000149,k,0.07864599989261478,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
นเรศ,พิมพ์ใจ,41,1,4,j,0.08346679992973804,None,k,0.0717059999005869,None,4,1,41,1,22.71153960004449,,22.695693099987693,22.71153960004449,22.71153960004449,22.71153960004449,22.71153960004449,22.812812800053507,j,0.08346679992973804,None,22.81328590004705,22.828489300096408,22.828489300096408,22.828489300096408,22.828489300096408,22.912196599994786,k,0.0717059999005869,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ปริญญา,อาภรณ์,42,2,4,j,0.07472739997319877,None,k,0.1740419000852853,None,4,2,42,5,22.92783150007017,,22.912695900071412,22.92783150007017,22.92783150007017,22.92783150007017,22.92783150007017,23.01148360001389,j,0.07472739997319877,None,23.011934000067413,23.02855690009892,23.02855690009892,23.02855690009892,23.02855690009892,23.212295800098218,k,0.1740419000852853,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ภูมิพัฒน์,จิตติมา,43,3,4,j,0.09089049999602139,None,k,0.16838909999933094,None,4,3,43,6,23.22848230006639,,23.212930800043978,23.22848230006639,23.22848230006639,23.22848230006639,23.22848230006639,23.328653300064616,j,0.09089049999602139,None,23.329132699989714,23.3446623000782,23.3446623000782,23.3446623000782,23.3446623000782,23.528232900076546,k,0.16838909999933094,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
อรรถพล,สุพัตรา,44,4,4,j,0.07761269994080067,None,k,1.6912243000697345,None,4,4,44,3,23.54554140008986,,23.52909600001294,23.54554140008986,23.54554140008986,23.54554140008986,23.54554140008986,23.629159500007518,j,0.07761269994080067,None,23.629682900034823,23.645050900056958,23.645050900056958,23.645050900056958,23.645050900056958,25.344884300022386,k,1.6912243000697345,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ชัยวัฒน์,ศิริพร,45,5,4,k,0.11992640001699328,None,k,0.11968830006662756,None,4,5,45,4,25.361405600095168,,25.345444500097074,25.361405600095168,25.361405600095168,25.361405600095168,25.361405600095168,25.494942100020126,k,0.11992640001699328,None,25.495684700086713,25.511354900081642,25.511354900081642,25.511354900081642,25.511354900081642,25.645286799990572,k,0.11968830006662756,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
ศักดิ์สิทธิ์,สุนิสา,46,6,4,j,0.1390853999182582,None,k,0.195417599985376,None,4,6,46,8,25.661769600003026,,25.646238300018013,25.661769600003026,25.661769600003026,25.661769600003026,25.661769600003026,25.811903499998152,j,0.1390853999182582,None,25.81237780000083,25.82775230007246,25.82775230007246,25.82775230007246,25.82775230007246,26.028151600039564,k,0.195417599985376,None,556596,001,2025-09-25_14h58.51.759,Priming_gender,,2025.1.1,60.42909492037011,2025-09-25 14h58.54.026931 +0700,
พิสิฐ,ปัทมา,47,7,4,,,,,,,4,7,47,9,26.044717699987814,,26.02896000002511,26.044717699987814,26.044717699987814,26.044717699987814,26.044717699987814,,,,,,,,,,,,,,,,,,,,,,
