Male,Female,thisN,thisTrialN,thisRepN,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,key_resp.keys,key_resp.rt,key_resp.duration,thisRow.t,notes,training_block_male.started,MAN.started,WOMAN.started,Male_name.started,key_resp.started,training_block_male.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
อรรถพล,สุพัตรา,0,0,0,0,0,0,3,,,,0.02224910003133118,,0.016383099951781332,0.02224910003133118,0.02224910003133118,0.02224910003133118,0.02224910003133118,1.36338610004168,j,1.3221475000027567,None,,,,,,,,,
