7.9460 	INFO 	Loaded monitor calibration from ['2025_09_24 10:44']
8.1497 	INFO 	Using renderer 'AMD Radeon(TM) Graphics' for graphics
8.1497 	INFO 	OpenGL version supported by driver is 4..
8.1834 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021513930CA0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021513930D00>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000215139E5180>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.1835 	EXP 	window1: backgroundImage = ''
8.1835 	EXP 	window1: backgroundFit = 'none'
8.5456 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.5456 	EXP 	window1: recordFrameIntervals = False
8.7911 	EXP 	window1: recordFrameIntervals = True
8.9743 	EXP 	Screen (0) actual frame rate measured at 60.01Hz
8.9743 	EXP 	window1: recordFrameIntervals = False
9.0366 	INFO 	keyboard.Keyboard is using ptb backend.
9.0368 	INFO 	keyboard.Keyboard is using ptb backend.
9.0368 	INFO 	keyboard.Keyboard is using ptb backend.
9.0369 	INFO 	keyboard.Keyboard is using ptb backend.
9.0369 	EXP 	Priming_gender: status = STARTED
9.0537 	EXP 	Created instruction_slide = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=True, flipHoriz=np.False_, flipVert=np.False_, image='Instruction.png', interpolate=True, mask=None, maskParams=None, name='instruction_slide', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128.0, units='norm', win=Window(...))
9.1436 	EXP 	Created MAN = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.1), italic=False, languageStyle='LTR', name='MAN', opacity=1, ori=0.0, pos=array([0.8, 0.8]), rgb=UNKNOWN, text='MAN', units='norm', win=Window(...), wrapWidth=1)
9.1468 	EXP 	Created WOMAN = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.1), italic=False, languageStyle='LTR', name='WOMAN', opacity=1, ori=0.0, pos=array([-0.8,  0.8]), rgb=UNKNOWN, text='WOMAN', units='norm', win=Window(...), wrapWidth=1)
9.1506 	EXP 	Created pic = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='pic', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='norm', win=Window(...))
9.1532 	EXP 	Created error_feedback = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, draggable=False, fillColor=array([ 1, -1, -1]), fillColorSpace='rgb', fillRGB=array([ 1, -1, -1]), interpolate=True, lineColor=array([ 1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([ 1, -1, -1]), lineWidth=1.0, name='error_feedback', opacity=1, ori=45.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='norm', vertices=ndarray(...), win=Window(...), windingRule=None)
9.1552 	EXP 	Created MAN_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.1), italic=False, languageStyle='LTR', name='MAN_3', opacity=1, ori=0.0, pos=array([0.8, 0.8]), rgb=UNKNOWN, text='MAN', units='norm', win=Window(...), wrapWidth=1)
9.1571 	EXP 	Created WOMAN_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.1), italic=False, languageStyle='LTR', name='WOMAN_3', opacity=1, ori=0.0, pos=array([-0.8,  0.8]), rgb=UNKNOWN, text='WOMAN', units='norm', win=Window(...), wrapWidth=1)
9.1786 	EXP 	Created pic_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='pic_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='norm', win=Window(...))
0.0055 	EXP 	name_2: autoLog = True
0.0131 	INFO 	Keyboard events cleared
0.0130 	EXP 	instruction_slide: autoDraw = True
1.5993 	EXP 	Device response: <KeyPress from None: t=1.587129699997604, value=space, duration=None>
1.6042 	EXP 	Imported Training loop.csv as conditions, 2 conditions, 6 params
1.6046 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'Male': 'กฤษณะ', 'Female': 'กาญจนา', 'Image': 'men.png', 'Name': 'กฤษณะ', 'ImagePriming': 'men.png', 'NamePriming': 'กฤษณะ', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
1.6239 	DATA 	Keypress: space
1.6298 	INFO 	Keyboard events cleared
1.6297 	EXP 	instruction_slide: autoDraw = False
1.6297 	EXP 	pic: image = 'men.png'
1.6297 	EXP 	MAN: autoDraw = True
1.6297 	EXP 	WOMAN: autoDraw = True
1.6297 	EXP 	pic: autoDraw = True
1.6954 	EXP 	Device response: <KeyPress from None: t=1.587129699997604, value=space, duration=0.10776609997265041>
4.7625 	EXP 	Device response: <KeyPress from None: t=4.759546999935992, value=j, duration=None>
4.7628 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'Male': 'นเรศ', 'Female': 'พิมพ์ใจ', 'Image': 'women.png', 'Name': 'นเรศ', 'ImagePriming': 'men.png', 'NamePriming': 'นเรศ', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
4.7810 	DATA 	Keypress: j
4.7859 	INFO 	Keyboard events cleared
4.7858 	EXP 	error_feedback: autoDraw = True
4.7858 	EXP 	MAN: autoDraw = False
4.7858 	EXP 	WOMAN: autoDraw = False
4.7858 	EXP 	pic: autoDraw = False
4.7858 	EXP 	error_feedback: autoDraw = False
4.7858 	EXP 	pic: image = 'women.png'
4.7858 	EXP 	MAN: autoDraw = True
4.7858 	EXP 	WOMAN: autoDraw = True
4.7858 	EXP 	pic: autoDraw = True
4.9620 	EXP 	Device response: <KeyPress from None: t=4.759546999935992, value=j, duration=0.19045270001515746>
5.4453 	EXP 	Device response: <KeyPress from None: t=5.443353099981323, value=k, duration=None>
5.4455 	EXP 	New trial (rep=1, index=2): <Trial 2 (2 in rep 1) data={'Male': 'นเรศ', 'Female': 'พิมพ์ใจ', 'Image': 'women.png', 'Name': 'นเรศ', 'ImagePriming': 'men.png', 'NamePriming': 'นเรศ', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 1}>
5.4650 	DATA 	Keypress: k
5.4693 	INFO 	Keyboard events cleared
5.4691 	EXP 	error_feedback: autoDraw = False
5.4691 	EXP 	MAN: autoDraw = False
5.4691 	EXP 	WOMAN: autoDraw = False
5.4691 	EXP 	pic: autoDraw = False
5.4691 	EXP 	error_feedback: autoDraw = False
5.4691 	EXP 	pic: image = 'women.png'
5.4691 	EXP 	MAN: autoDraw = True
5.4691 	EXP 	WOMAN: autoDraw = True
5.4691 	EXP 	pic: autoDraw = True
5.5122 	EXP 	Device response: <KeyPress from None: t=5.443353099981323, value=k, duration=0.06030140002258122>
6.0129 	DATA 	Keypress: j
6.0284 	EXP 	Device response: <KeyPress from None: t=6.011735099949874, value=j, duration=None>
6.0286 	EXP 	New trial (rep=2, index=3): <Trial 3 (3 in rep 2) data={'Male': 'นเรศ', 'Female': 'พิมพ์ใจ', 'Image': 'women.png', 'Name': 'นเรศ', 'ImagePriming': 'men.png', 'NamePriming': 'นเรศ', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 2}>
6.0516 	INFO 	Keyboard events cleared
