thisRow.t,notes,Name,Face,NameGender,ResponseKey,RT,Timeout,participant,session,
,,วันเพ็ญ,face10_m.png,f,k,0.06694009999046102,No,Pilot03,002,
,,ดวงแก้ว,face8_m.png,f,k,0.03432599999359809,No,Pilot03,002,
,,สายใจ,face1_m.png,f,k,0.21750410000095144,No,Pilot03,002,
,,สมชาย,face2_m.png,m,j,0.16695610000169836,No,Pilot03,002,
,,วันเพ็ญ,face3_w.png,f,k,0.2335134000168182,No,Pilot03,002,
,,ประทีป,face2_w.png,m,j,0.03354099998250604,No,Pilot03,002,
,,บุญชู,face8_w.png,m,j,0.1000237999833189,No,Pilot03,002,
,,สายใจ,face3_m.png,f,j,None,Yes,Pilot03,002,
,,ทองดี,face7_w.png,m,j,0.45033190000685863,No,Pilot03,002,
,,ใบเฟิร์น,face8_m.png,f,k,0.13371640001423657,No,Pilot03,002,
,,ทองดี,face4_w.png,m,j,0.7000896999961697,No,Pilot03,002,
,,สายใจ,face1_w.png,f,k,0.30031260001123883,No,Pilot03,002,
,,ทับทิม,face6_w.png,f,k,0.03378659998998046,No,Pilot03,002,
,,ทับทิม,face8_w.png,f,k,0.06683759999577887,No,Pilot03,002,
,,สมหมาย,face1_m.png,m,j,0.28387230000225827,No,Pilot03,002,
,,พอใจ,face10_m.png,f,k,0.5172592000162695,No,Pilot03,002,
,,มั่นคง,face9_w.png,m,j,0.7505732999998145,No,Pilot03,002,
,,ทองดี,face5_w.png,m,j,1.000370900001144,No,Pilot03,002,
,,ดวงแก้ว,face1_m.png,f,k,0.10024630001862533,No,Pilot03,002,
,,ฟ้าใส,face3_w.png,f,k,0.15036549998330884,No,Pilot03,002,
,,ฟ้าใส,face6_w.png,f,k,0.16769930001464672,No,Pilot03,002,
,,สมชาย,face10_m.png,m,j,0.13401559999329038,No,Pilot03,002,
,,ดวงแก้ว,face3_w.png,f,k,0.30012130000977777,No,Pilot03,002,
,,พิกุล,face1_m.png,f,k,0.08369219998712651,No,Pilot03,002,
,,ชูศักดิ์,face3_w.png,m,j,0.16744780002045445,No,Pilot03,002,
,,สมหมาย,face3_m.png,m,j,0.10020230000372976,No,Pilot03,002,
,,ทับทิม,face4_m.png,f,k,0.2504440000047907,No,Pilot03,002,
,,ประเสริฐ,face8_w.png,m,j,0.16670500001055188,No,Pilot03,002,
