thisRow.t,notes,Name,Face,NameGender,ResponseKey,RT,Timeout,participant,session,
,,สมหมาย,face9_m.png,m,k,1.0172828999930061,No,Pilot03,003,
,,สมหญิง,face6_m.png,f,j,None,Yes,Pilot03,003,
,,ฟ้าใส,face8_m.png,f,j,0.10042509998311289,No,Pilot03,003,
,,พอใจ,face8_m.png,f,j,0.3668875000148546,No,Pilot03,003,
,,พอใจ,face4_w.png,f,j,1.8169455000024755,No,Pilot03,003,
,,พอใจ,face10_m.png,f,j,0.5505405999720097,No,Pilot03,003,
,,พิกุล,face2_m.png,f,j,0.3336587000230793,No,Pilot03,003,
,,สมหมาย,face8_m.png,m,k,0.1669398999947589,No,Pilot03,003,
,,วันเพ็ญ,face4_m.png,f,j,0.06706150001264177,No,Pilot03,003,
,,ใบเฟิร์น,face1_m.png,f,j,0.05039499999838881,No,Pilot03,003,
,,ทองดี,face10_m.png,m,k,0.1503450000018347,No,Pilot03,003,
,,บุญชู,face6_m.png,m,j,0.1169264999916777,No,Pilot03,003,
,,สายใจ,face6_m.png,f,j,0.4837112000095658,No,Pilot03,003,
,,มั่นคง,face9_m.png,m,k,0.5338483999948949,No,Pilot03,003,
,,ดวงแก้ว,face5_m.png,f,j,0.20023759998730384,No,Pilot03,003,
,,ฟ้าใส,face1_w.png,f,k,0.11695049999980256,No,Pilot03,003,
,,พอใจ,face6_w.png,f,j,0.8624111999815796,No,Pilot03,003,
,,สมปอง,face10_w.png,m,k,0.43348170001991093,No,Pilot03,003,
,,สมหมาย,face1_m.png,m,k,0.004360499995527789,No,Pilot03,003,
,,ชูศักดิ์,face10_m.png,m,k,0.06701259998953901,No,Pilot03,003,
,,บุญชู,face3_w.png,m,k,0.2833366999984719,No,Pilot03,003,
,,สมหญิง,face9_w.png,f,j,0.017055500007700175,No,Pilot03,003,
,,สายใจ,face3_w.png,f,j,0.33352370001375675,No,Pilot03,003,
,,ฟ้าใส,face9_w.png,f,j,0.23355020000599325,No,Pilot03,003,
,,สมหมาย,face3_w.png,m,k,0.1671185000159312,No,Pilot03,003,
,,ทับทิม,face2_w.png,f,j,0.11685699998633936,No,Pilot03,003,
,,ทับทิม,face10_w.png,f,j,0.0033922000147867948,No,Pilot03,003,
,,สมหมาย,face10_m.png,m,k,None,Yes,Pilot03,003,
