Male,Female,Image,Name,ImagePriming,NamePriming,thisN,thisTrialN,thisRepN,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,thisRow.t,notes,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,0,0,0,0,0,0,0,0.037774299969896674,,0.029385500005446374,0.037774299969896674,0.037774299969896674,0.037774299969896674,0.037774299969896674,,,,,,,,,
