Male,Female,Image,Name,ImagePriming,NamePriming,ImageTrig,NameTrig,Trig,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,priming.thisRepN,priming.thisTrialN,priming.thisN,priming.thisIndex,thisRow.t,notes,training_Instruction.started,instruction_slide.started,instruction_continue.started,training_Instruction.stopped,instruction_continue.keys,instruction_continue.rt,instruction_continue.duration,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,training_block.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,priming_instruction.started,instruction_slide_2.started,instruction_continue_2.started,priming_instruction.stopped,instruction_continue_2.keys,instruction_continue_2.rt,instruction_continue_2.duration,priming_block.started,MAN_3.started,MAN_3_desc.started,WOMAN_3.started,WOMAN_3_desc.started,name_2.started,pic_2.started,key_resp_3.started,name_2.stopped,priming_block.stopped,priming.key_resp_3.keys,priming.key_resp_3.rt,priming.key_resp_3.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,9,9,5,k,0.13306850008666515,None,,,,5,9,9,0,,,,,2.9770744000561535,,,,,,,,,2.9688242999836802,2.9770744000561535,2.9770744000561535,2.9770744000561535,2.9770744000561535,3.1242811999982223,k,0.13306850008666515,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,10,10,4,j,0.01215520000550896,None,,,,4,10,10,1,,,,,3.161730600055307,,,,,,,,,3.153009400004521,3.161730600055307,3.161730600055307,3.161730600055307,3.161730600055307,3.1901916000060737,j,0.01215520000550896,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,11,11,5,k,0.11614830000326037,None,,,,5,11,11,1,,,,,3.227843000087887,,,,,,,,,3.2197538000764325,3.227843000087887,3.227843000087887,3.227843000087887,3.227843000087887,3.356038400088437,k,0.11614830000326037,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,12,12,6,j,0.051478900015354156,None,,,,6,12,12,1,,,,,3.3932216999819502,,,,,,,,,3.384540500002913,3.3932216999819502,3.3932216999819502,3.3932216999819502,3.3932216999819502,3.457225500023924,j,0.051478900015354156,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,13,13,7,k,0.09700539999175817,None,,,,7,13,13,1,,,,,3.4968274000566453,,,,,,,,,3.487674600095488,3.4968274000566453,3.4968274000566453,3.4968274000566453,3.4968274000566453,3.6068162000738084,k,0.09700539999175817,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,14,14,8,j,0.06577610003296286,None,,,,8,14,14,1,,,,,3.6439773000311106,,,,,,,,,3.6348607999971136,3.6439773000311106,3.6439773000311106,3.6439773000311106,3.6439773000311106,3.7229781000642106,j,0.06577610003296286,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,15,15,6,k,0.06525320000946522,None,,,,6,15,15,0,,,,,3.760306900017895,,,,,,,,,3.753005300066434,3.760306900017895,3.760306900017895,3.760306900017895,3.760306900017895,3.8400775000918657,k,0.06525320000946522,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,16,16,9,j,0.07248169998638332,None,,,,9,16,16,1,,,,,3.8775107000255957,,,,,,,,,3.8690443000523373,3.8775107000255957,3.8775107000255957,3.8775107000255957,3.8775107000255957,3.955893600010313,j,0.07248169998638332,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,17,17,7,k,0.07312389998696744,None,,,,7,17,17,0,,,,,3.9927917000604793,,,,,,,,,3.984070700011216,3.9927917000604793,3.9927917000604793,3.9927917000604793,3.9927917000604793,4.072608900023624,k,0.07312389998696744,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,18,18,10,j,0.04964570002630353,None,,,,10,18,18,1,,,,,4.110371500020847,,,,,,,,,4.100878900033422,4.110371500020847,4.110371500020847,4.110371500020847,4.110371500020847,4.173682700027712,j,0.04964570002630353,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,19,19,11,k,0.09978389996103942,None,,,,11,19,19,1,,,,,4.211205200059339,,,,,,,,,4.201796300010756,4.211205200059339,4.211205200059339,4.211205200059339,4.211205200059339,4.322931100032292,k,0.09978389996103942,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,20,20,8,k,0.17914740007836372,None,,,,8,20,20,0,,,,,4.360119600081816,,,,,,,,,4.3513108000624925,4.360119600081816,4.360119600081816,4.360119600081816,4.360119600081816,4.540725500090048,k,0.17914740007836372,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,21,21,9,j,0.03121419996023178,None,,,,9,21,21,0,,,,,4.578433900023811,,,,,,,,,4.570304800057784,4.578433900023811,4.578433900023811,4.578433900023811,4.578433900023811,4.624593200045638,j,0.03121419996023178,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,22,22,12,k,0.10208790004253387,None,,,,12,22,22,1,,,,,4.662325100041926,,,,,,,,,4.653360600001179,4.662325100041926,4.662325100041926,4.662325100041926,4.662325100041926,4.773138600052334,k,0.10208790004253387,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,23,23,13,j,0.04308059997856617,None,,,,13,23,23,1,,,,,4.810066999983974,,,,,,,,,4.801399799995124,4.810066999983974,4.810066999983974,4.810066999983974,4.810066999983974,4.857404600013979,j,0.04308059997856617,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,24,24,10,k,0.07974159996956587,None,,,,10,24,24,0,,,,,4.89562940003816,,,,,,,,,4.887617800035514,4.89562940003816,4.89562940003816,4.89562940003816,4.89562940003816,4.990098200039938,k,0.07974159996956587,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,25,25,14,j,0.06957799999509007,None,,,,14,25,25,1,,,,,5.026338100084104,,,,,,,,,5.017932399990968,5.026338100084104,5.026338100084104,5.026338100084104,5.026338100084104,5.107395700062625,j,0.06957799999509007,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,26,26,15,k,0.10861039999872446,None,,,,15,26,26,1,,,,,5.145046400022693,,,,,,,,,5.136760300025344,5.145046400022693,5.145046400022693,5.145046400022693,5.145046400022693,5.256802499992773,k,0.10861039999872446,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,27,27,11,j,0.05506659997627139,None,,,,11,27,27,0,,,,,5.293653100030497,,,,,,,,,5.284624900086783,5.293653100030497,5.293653100030497,5.293653100030497,5.293653100030497,5.357166000059806,j,0.05506659997627139,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,28,28,12,k,0.10297580005135387,None,,,,12,28,28,0,,,,,5.3939502000575885,,,,,,,,,5.385835000080988,5.3939502000575885,5.3939502000575885,5.3939502000575885,5.3939502000575885,5.506878299987875,k,0.10297580005135387,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,29,29,13,j,0.043576400028541684,None,,,,13,29,29,0,,,,,5.54334239999298,,,,,,,,,5.534684000071138,5.54334239999298,5.54334239999298,5.54334239999298,5.54334239999298,5.589969400083646,j,0.043576400028541684,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,30,30,16,k,0.09126200003083795,None,,,,16,30,30,1,,,,,5.626547200023197,,,,,,,,,5.618074199999683,5.626547200023197,5.626547200023197,5.626547200023197,5.626547200023197,5.723387600039132,k,0.09126200003083795,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,31,31,17,j,0.06965720001608133,None,,,,17,31,31,1,,,,,5.760944699984975,,,,,,,,,5.752136500086635,5.760944699984975,5.760944699984975,5.760944699984975,5.760944699984975,5.84037840005476,j,0.06965720001608133,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,32,32,14,k,0.06332399998791516,None,,,,14,32,32,0,,,,,5.876681900001131,,,,,,,,,5.868437000084668,5.876681900001131,5.876681900001131,5.876681900001131,5.876681900001131,5.941031599999405,k,0.06332399998791516,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,33,33,18,k,0.19657509995158762,None,,,,18,33,33,1,,,,,5.9774885000661016,,,,,,,,,5.969308700063266,5.9774885000661016,5.9774885000661016,5.9774885000661016,5.9774885000661016,6.190057000028901,k,0.19657509995158762,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,34,34,15,k,0.20551240001805127,None,,,,15,34,34,0,,,,,6.226573400082998,,,,,,,,,6.2185779000865296,6.226573400082998,6.226573400082998,6.226573400082998,6.226573400082998,6.439544300083071,k,0.20551240001805127,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,35,35,19,j,0.04914160002954304,None,,,,19,35,35,1,,,,,6.475696700043045,,,,,,,,,6.467524599982426,6.475696700043045,6.475696700043045,6.475696700043045,6.475696700043045,6.539513600058854,j,0.04914160002954304,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,36,36,16,k,0.1125400000018999,None,,,,16,36,36,0,,,,,6.5786968000466,,,,,,,,,6.569883799995296,6.5786968000466,6.5786968000466,6.5786968000466,6.5786968000466,6.70628859999124,k,0.1125400000018999,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,37,37,17,j,0.007445399998687208,None,,,,17,37,37,0,,,,,6.743972000083886,,,,,,,,,6.736117399996147,6.743972000083886,6.743972000083886,6.743972000083886,6.743972000083886,6.75584290002007,j,0.007445399998687208,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,38,38,18,k,0.11082830000668764,None,,,,18,38,38,0,,,,,6.793091300060041,,,,,,,,,6.784333300078288,6.793091300060041,6.793091300060041,6.793091300060041,6.793091300060041,6.906565300072543,k,0.11082830000668764,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,39,39,19,j,0.05496900004800409,None,,,,19,39,39,0,,,,,6.940948700066656,,,,,,,,,6.933041000040248,6.940948700066656,6.940948700066656,6.940948700066656,6.940948700066656,7.006482299999334,j,0.05496900004800409,None,,,,,,,,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.006622100016102,7.02377470000647,7.02377470000647,8.841639599995688,space,1.8146960999583825,None,,,,,,,,,,,,,,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
None,None,None,None,women.png,ศิริพร,11,64,134,0,0,0,,,,k,3.3058478999882936,None,,,,,0,0,0,34,10.052850000094622,,,,,,,,,,,,,,,,,,,,,,,,,10.029076000093482,10.052850000094622,10.052850000094622,10.052850000094622,10.052850000094622,10.052850000094622,10.052850000094622,10.052850000094622,10.35540810006205,13.372044900082983,k,3.3058478999882936,None,115790,001,2025-09-26_10h21.12.821,Priming_gender,,2025.1.1,60.12762689268782,2025-09-26 10h21.18.887659 +0700,
None,None,None,None,women.png,ธนพล,11,52,122,1,1,0,,,,,,,,,,,0,1,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
