Male,Female,Image,Name,ImagePriming,NamePriming,thisN,thisTrialN,thisRepN,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,thisRow.t,notes,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,0,0,0,0,0,0,0,0.03600179997738451,,0.02850919996853918,0.03600179997738451,0.03600179997738451,0.03600179997738451,0.03600179997738451,,,,,,,,,
