Male,Female,Image,Name,ImagePriming,NamePriming,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,priming.thisRepN,priming.thisTrialN,priming.thisN,priming.thisIndex,thisRow.t,notes,training_Instruction.started,instruction_slide.started,instruction_continue.started,training_Instruction.stopped,instruction_continue.keys,instruction_continue.rt,instruction_continue.duration,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,training_block.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,priming_instruction.started,instruction_slide_2.started,instruction_continue_2.started,priming_instruction.stopped,instruction_continue_2.keys,instruction_continue_2.rt,instruction_continue_2.duration,priming_block.started,MAN_3.started,MAN_3_desc.started,WOMAN_3.started,name_2.started,key_resp_3.started,pic_2.started,name_2.stopped,priming_block.stopped,priming.key_resp_3.keys,priming.key_resp_3.rt,priming.key_resp_3.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,9,9,4,j,0.037359500071033835,None,,,,4,9,9,0,,,,,3.0772240998921916,,,,,,,,,3.0595206998987123,3.0772240998921916,3.0772240998921916,3.0772240998921916,3.0772240998921916,3.127574799931608,j,0.037359500071033835,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,10,5,k,0.05120539991185069,None,,,,5,10,10,0,,,,,3.1606104999082163,,,,,,,,,3.1423330999678,3.1606104999082163,3.1606104999082163,3.1606104999082163,3.1606104999082163,3.2275451999157667,k,0.05120539991185069,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,11,11,6,j,0.004006100003607571,None,,,,6,11,11,0,,,,,3.2605559999356046,,,,,,,,,3.2430214999476448,3.2605559999356046,3.2605559999356046,3.2605559999356046,3.2605559999356046,3.277572299935855,j,0.004006100003607571,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,12,12,5,k,0.058756599901244044,None,,,,5,12,12,1,,,,,3.3105624999152496,,,,,,,,,3.292255899985321,3.3105624999152496,3.3105624999152496,3.3105624999152496,3.3105624999152496,3.3776325999060646,k,0.058756599901244044,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,13,13,6,j,0.018758099991828203,None,,,,6,13,13,1,,,,,3.4109114999882877,,,,,,,,,3.39271279994864,3.4109114999882877,3.4109114999882877,3.4109114999882877,3.4109114999882877,3.4440696999663487,j,0.018758099991828203,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,14,14,7,k,0.057072099996730685,None,,,,7,14,14,0,,,,,3.4772485999856144,,,,,,,,,3.4592241999926046,3.4772485999856144,3.4772485999856144,3.4772485999856144,3.4772485999856144,3.544155199895613,k,0.057072099996730685,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,15,15,8,j,0.018235999974422157,None,,,,8,15,15,0,,,,,3.5771665999200195,,,,,,,,,3.5598600999219343,3.5771665999200195,3.5771665999200195,3.5771665999200195,3.5771665999200195,3.6108103999868035,j,0.018235999974422157,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,16,16,7,k,0.07061369996517897,None,,,,7,16,16,1,,,,,3.64405329991132,,,,,,,,,3.6262001999421045,3.64405329991132,3.64405329991132,3.64405329991132,3.64405329991132,3.72765079990495,k,0.07061369996517897,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,17,17,8,j,0.013690299936570227,None,,,,8,17,17,1,,,,,3.760965499910526,,,,,,,,,3.742872199974954,3.760965499910526,3.760965499910526,3.760965499910526,3.760965499910526,3.7774686999619007,j,0.013690299936570227,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,18,18,9,k,0.07655330002307892,None,,,,9,18,18,1,,,,,3.8105565999867395,,,,,,,,,3.792359899962321,3.8105565999867395,3.8105565999867395,3.8105565999867395,3.8105565999867395,3.8942950000055134,k,0.07655330002307892,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,19,19,9,j,0.026913499925285578,None,,,,9,19,19,0,,,,,3.9277872999664396,,,,,,,,,3.9106517999898642,3.9277872999664396,3.9277872999664396,3.9277872999664396,3.9277872999664396,3.960813899990171,j,0.026913499925285578,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,20,20,10,k,0.08056759997271001,None,,,,10,20,20,1,,,,,3.9941720999777317,,,,,,,,,3.9755168999545276,3.9941720999777317,3.9941720999777317,3.9941720999777317,3.9941720999777317,4.077428799937479,k,0.08056759997271001,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,21,21,10,j,0.03143350000027567,None,,,,10,21,21,0,,,,,4.110465299920179,,,,,,,,,4.093306199996732,4.110465299920179,4.110465299920179,4.110465299920179,4.110465299920179,4.144303799956106,j,0.03143350000027567,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,22,22,11,k,0.069885200005956,None,,,,11,22,22,0,,,,,4.177282799966633,,,,,,,,,4.159320699982345,4.177282799966633,4.177282799966633,4.177282799966633,4.177282799966633,4.261011799913831,k,0.069885200005956,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,23,23,11,j,0.028102300013415515,None,,,,11,23,23,1,,,,,4.2938185998937115,,,,,,,,,4.276525599998422,4.2938185998937115,4.2938185998937115,4.2938185998937115,4.2938185998937115,4.327577199903317,j,0.028102300013415515,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,24,24,12,k,0.07367089996114373,None,,,,12,24,24,1,,,,,4.36064259998966,,,,,,,,,4.342016899958253,4.36064259998966,4.36064259998966,4.36064259998966,4.36064259998966,4.444337799912319,k,0.07367089996114373,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,25,25,13,j,0.03260729997418821,None,,,,13,25,25,1,,,,,4.477146599907428,,,,,,,,,4.459871799917892,4.477146599907428,4.477146599907428,4.477146599907428,4.477146599907428,4.510840599890798,j,0.03260729997418821,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,26,26,12,k,0.06330139993224293,None,,,,12,26,26,0,,,,,4.543855399941094,,,,,,,,,4.526206499896944,4.543855399941094,4.543855399941094,4.543855399941094,4.543855399941094,4.610905499896035,k,0.06330139993224293,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,27,27,14,j,0.030160399968735874,None,,,,14,27,27,1,,,,,4.644432899891399,,,,,,,,,4.626320399926044,4.644432899891399,4.644432899891399,4.644432899891399,4.644432899891399,4.677438299986534,j,0.030160399968735874,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,28,28,15,k,0.07655070000328124,None,,,,15,28,28,1,,,,,4.7106053999159485,,,,,,,,,4.692273499909788,4.7106053999159485,4.7106053999159485,4.7106053999159485,4.7106053999159485,4.7940801999066025,k,0.07655070000328124,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,29,29,13,j,0.04177400004118681,None,,,,13,29,29,0,,,,,4.8275030999211594,,,,,,,,,4.809279099921696,4.8275030999211594,4.8275030999211594,4.8275030999211594,4.8275030999211594,4.8775222999975085,j,0.04177400004118681,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,30,30,14,k,0.0490740000968799,None,,,,14,30,30,0,,,,,4.910611399915069,,,,,,,,,4.892957199946977,4.910611399915069,4.910611399915069,4.910611399915069,4.910611399915069,4.960793099948205,k,0.0490740000968799,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,31,31,16,j,0.055546000017784536,None,,,,16,31,31,1,,,,,4.994022300001234,,,,,,,,,4.976500599994324,4.994022300001234,4.994022300001234,4.994022300001234,4.994022300001234,5.06097329990007,j,0.055546000017784536,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,32,32,17,k,0.060304699931293726,None,,,,17,32,32,1,,,,,5.094335999921896,,,,,,,,,5.076261199894361,5.094335999921896,5.094335999921896,5.094335999921896,5.094335999921896,5.160835899994709,k,0.060304699931293726,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,33,33,15,j,0.03565740003250539,None,,,,15,33,33,0,,,,,5.193824099958874,,,,,,,,,5.176104999962263,5.193824099958874,5.193824099958874,5.193824099958874,5.193824099958874,5.244322199956514,j,0.03565740003250539,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,34,34,16,k,0.042100800084881485,None,,,,16,34,34,0,,,,,5.277470099972561,,,,,,,,,5.2598156000021845,5.277470099972561,5.277470099972561,5.277470099972561,5.277470099972561,5.327933399938047,k,0.042100800084881485,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,35,35,17,j,0.09326370002236217,None,,,,17,35,35,0,,,,,5.361137199914083,,,,,,,,,5.342674499959685,5.361137199914083,5.361137199914083,5.361137199914083,5.361137199914083,5.460794899961911,j,0.09326370002236217,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,36,36,18,k,0.06568050000350922,None,,,,18,36,36,1,,,,,5.493901399895549,,,,,,,,,5.4766989999916404,5.493901399895549,5.493901399895549,5.493901399895549,5.493901399895549,5.561333299963735,k,0.06568050000350922,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,37,37,18,j,0.25075910007581115,None,,,,18,37,37,0,,,,,5.5938037999439985,,,,,,,,,5.576223499956541,5.5938037999439985,5.5938037999439985,5.5938037999439985,5.5938037999439985,5.860889699892141,j,0.25075910007581115,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,38,38,19,k,0.07801059994380921,None,,,,19,38,38,1,,,,,5.893797899945639,,,,,,,,,5.876067199977115,5.893797899945639,5.893797899945639,5.893797899945639,5.893797899945639,5.977464399999008,k,0.07801059994380921,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,39,39,19,j,0.05185370007529855,None,,,,19,39,39,0,,,,,6.010377899976447,,,,,,,,,5.992911099921912,6.010377899976447,6.010377899976447,6.010377899976447,6.010377899976447,6.0774198999861255,j,0.05185370007529855,None,,,,,,,,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.077496499987319,6.093894199933857,6.093894199933857,9.161243799957447,space,3.0600266000255942,None,,,,,,,,,,,,,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,0,0,0,,,,k,2.2309552000369877,None,,,,,0,0,0,1,9.210860399995,,,,,,,,,,,,,,,,,,,,,,,,,9.188096500001848,9.210860399995,9.210860399995,9.210860399995,9.210860399995,9.210860399995,9.660461599938571,9.710454699932598,11.445202199975029,k,2.2309552000369877,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,1,1,0,,,,k,0.9674952999921516,None,,,,,0,1,1,0,11.477026799926534,,,,,,,,,,,,,,,,,,,,,,,,,11.466655399999581,11.477026799926534,11.477026799926534,11.477026799926534,11.477026799926534,11.477026799926534,11.960328899906017,11.977198799955659,12.460701299947686,k,0.9674952999921516,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,กาญจนา,2,2,0,,,,j,2.0205255000619218,None,,,,,0,2,2,30,12.493934499914758,,,,,,,,,,,,,,,,,,,,,,,,,12.480694399913773,12.493934499914758,12.493934499914758,12.493934499914758,12.493934499914758,12.493934499914758,12.96075369999744,12.993913299986161,14.527311399928294,j,2.0205255000619218,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,สุพัตรา,men.png,สุพัตรา,3,3,0,,,,j,1.0860599000006914,None,,,,,0,3,3,13,14.560732399928384,,,,,,,,,,,,,,,,,,,,,,,,,14.546872699982487,14.560732399928384,14.560732399928384,14.560732399928384,14.560732399928384,14.560732399928384,15.027031200006604,15.060566999949515,15.660836099996231,j,1.0860599000006914,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,ศิริพร,men.png,ศิริพร,4,4,0,,,,j,0.6509786000242457,None,,,,,0,4,4,14,15.693885499960743,,,,,,,,,,,,,,,,,,,,,,,,,15.677448199945502,15.693885499960743,15.693885499960743,15.693885499960743,15.693885499960743,15.693885499960743,16.16050249990076,16.194322199909948,16.36044109996874,j,0.6509786000242457,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
ปริญญา,อาภรณ์,None,ปริญญา,men.png,ปริญญา,5,5,0,,,,j,3.5979353999719024,None,,,,,0,5,5,5,16.39427910000086,,,,,,,,,,,,,,,,,,,,,,,,,16.378936999943107,16.39427910000086,16.39427910000086,16.39427910000086,16.39427910000086,16.39427910000086,16.860681499936618,16.893783499952406,19.994116499903612,j,3.5979353999719024,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,วรรณา,men.png,วรรณา,6,6,0,,,,k,0.5769855999387801,None,,,,,0,6,6,17,20.027220999938436,,,,,,,,,,,,,,,,,,,,,,,,,20.012261700001545,20.027220999938436,20.027220999938436,20.027220999938436,20.027220999938436,20.027220999938436,20.493673299904913,20.526846900000237,20.610506500001065,k,0.5769855999387801,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,สุนิสา,men.png,สุนิสา,7,7,0,,,,k,0.47062779997941107,None,,,,,0,7,7,18,20.643518499913625,,,,,,,,,,,,,,,,,,,,,,,,,20.62614449998364,20.643518499913625,20.643518499913625,20.643518499913625,20.643518499913625,20.643518499913625,21.110937099903822,21.160186099936254,21.127757599926554,k,0.47062779997941107,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,อาภรณ์,men.png,อาภรณ์,8,8,0,,,,j,0.33648419997189194,None,,,,,0,8,8,15,21.160186099936254,,,,,,,,,,,,,,,,,,,,,,,,,21.14815419993829,21.160186099936254,21.160186099936254,21.160186099936254,21.160186099936254,21.160186099936254,,,21.510420899954624,j,0.33648419997189194,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
ชัยวัฒน์,ศิริพร,None,ชัยวัฒน์,men.png,ชัยวัฒน์,9,9,0,,,,k,0.14054870000109076,None,,,,,0,9,9,4,21.543511900003068,,,,,,,,,,,,,,,,,,,,,,,,,21.530065099941567,21.543511900003068,21.543511900003068,21.543511900003068,21.543511900003068,21.543511900003068,,,21.693891100003384,k,0.14054870000109076,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
ศักดิ์สิทธิ์,สุนิสา,None,ศักดิ์สิทธิ์,men.png,ศักดิ์สิทธิ์,10,10,0,,,,j,0.062226700014434755,None,,,,,0,10,10,8,21.727124399971217,,,,,,,,,,,,,,,,,,,,,,,,,21.71304079995025,21.727124399971217,21.727124399971217,21.727124399971217,21.727124399971217,21.727124399971217,,,21.794237199937925,j,0.062226700014434755,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,วาสนา,11,11,0,,,,j,0.7795572000322863,None,,,,,0,11,11,32,21.827031199936755,,,,,,,,,,,,,,,,,,,,,,,,,21.81035939999856,21.827031199936755,21.827031199936755,21.827031199936755,21.827031199936755,21.827031199936755,22.29394639993552,22.327220699982718,22.610358199919574,j,0.7795572000322863,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
None,None,None,None,women.png,ศักดิ์สิทธิ์,12,12,0,,,,j,0.6533269999781623,None,,,,,0,12,12,28,22.643469899892807,,,,,,,,,,,,,,,,,,,,,,,,,22.627566599985585,22.643469899892807,22.643469899892807,22.643469899892807,22.643469899892807,22.643469899892807,23.110108399996534,23.143646799959242,23.31051069998648,j,0.6533269999781623,None,690624,001,2025-09-26_05h07.03.651,Priming_gender,,2025.1.1,60.06359534351802,2025-09-26 05h07.06.809918 +0700,
